date,spy_ret,gspc_ret,payment_yield,cash_usd,n_payers,py_quintile,vix_lag,dow,month
2018-02-22,0.0012960789,0.0009735511,3.5063e-06,91653137.64,1,1.0,20.0200004578,3,2
2018-02-23,0.0159393404,0.0160283764,1.35374e-05,354322681.0,2,2.0,18.7199993134,4,2
2018-02-26,0.0116122549,0.0117570153,0.0001384255,3680835686.11,10,5.0,16.4899997711,0,2
2018-02-27,-0.0124865106,-0.0127068884,0.0001740354,4681466959.3,7,5.0,15.8000001907,1,2
2018-02-28,-0.0101300836,-0.0110957886,3.4113e-06,90615882.61,1,1.0,18.5900001526,2,2
2018-03-01,-0.0145407023,-0.0133243995,6.38112e-05,1677886358.81,2,4.0,19.8500003815,3,3
2018-03-02,0.0051549283,0.0050716027,4.83316e-05,1252378030.21,6,4.0,22.4699993134,4,3
2018-03-05,0.0115579605,0.0110320265,0.0002008434,5231121502.88,13,5.0,19.5900001526,0,3
2018-03-06,0.0025350029,0.0026388586,9.3859e-05,2472884622.2,11,5.0,18.7299995422,1,3
2018-03-07,-0.0003664838,-0.0004838747,0.0,0.0,0,,18.3600006104,2,3
2018-03-08,0.0048390913,0.0044630782,0.0001437195,3794757881.97,2,5.0,17.7600002289,3,3
2018-03-09,0.0174023674,0.0173788315,3.04947e-05,809077117.71,3,3.0,16.5400009155,4,3
2018-03-12,-0.001255087,-0.0012739851,4.92e-05,1328074268.5,10,4.0,14.6400003433,0,3
2018-03-13,-0.006462688,-0.0063635766,3.90623e-05,1053102017.97,7,3.0,15.779999733,1,3
2018-03-14,-0.0051315894,-0.0057245219,4.9909e-06,133683025.97,3,1.0,16.3500003815,2,3
2018-03-15,-0.001089676,-0.0007819305,7.0622e-06,188193159.65,2,1.0,17.2299995422,3,3
2018-03-16,-0.0029090465,0.0017034472,0.0001056925,2813406808.31,5,5.0,16.5900001526,4,3
2018-03-19,-0.0135303494,-0.0142041954,7.85016e-05,2083540098.95,8,4.0,15.8000001907,0,3
2018-03-20,0.0017006987,0.0014818055,7.12537e-05,1865581978.74,12,4.0,19.0200004578,1,3
2018-03-21,-0.0019192453,-0.0018439899,3.22862e-05,846763716.53,2,3.0,18.2000007629,2,3
2018-03-22,-0.0249971506,-0.0251628884,0.0,0.0,0,,17.8600006104,3,3
2018-03-23,-0.0213146181,-0.0209668807,1.00513e-05,256531662.71,3,2.0,23.3400001526,4,3
2018-03-26,0.0273590308,0.0271572558,0.0001914636,4782400789.41,19,5.0,24.8700008392,0,3
2018-03-27,-0.0170117291,-0.0172763088,3.14647e-05,807432023.29,7,3.0,21.0300006866,1,3
2018-03-28,-0.0029547948,-0.0029166572,3.7827e-06,95417728.8,2,1.0,22.5,2,3
2018-03-29,0.0127776142,0.0137697187,0.0001038324,2611427646.11,4,5.0,22.8700008392,3,3
2018-04-02,-0.0215846202,-0.0223374236,8.83062e-05,2249316507.5,7,4.0,19.9699993134,0,4
2018-04-03,0.0128169798,0.0126148658,2.80193e-05,698295908.29,4,3.0,23.6200008392,1,4
2018-04-04,0.0106991167,0.0115664827,5.4033e-06,136386755.83,1,1.0,21.1000003815,2,4
2018-04-05,0.007892006,0.0068628637,3.5869e-06,91508306.75,1,1.0,20.0599994659,3,4
2018-04-06,-0.0222858497,-0.0219202488,4.4622e-06,114736044.66,1,1.0,18.9400005341,4,4
2018-04-09,0.0049283797,0.0033365489,3.49742e-05,879243222.65,2,3.0,21.4899997711,0,4
2018-04-10,0.0159003598,0.0167269538,2.36716e-05,598031223.82,2,3.0,21.7700004578,1,4
2018-04-11,-0.0052422559,-0.0055253645,0.0,0.0,0,,20.4699993134,2,4
2018-04-12,0.0082271111,0.0082507501,4.15284e-05,1060254049.76,2,3.0,20.2399997711,3,4
2018-04-13,-0.0029330982,-0.0028866255,1.6346e-06,42076351.7,2,1.0,18.4899997711,4,4
2018-04-16,0.0082217338,0.0081090384,8.11225e-05,2082039823.63,13,4.0,17.4099998474,0,4
2018-04-17,0.0106984477,0.0106615047,0.0,0.0,0,,16.5599994659,1,4
2018-04-18,0.000740265,0.0008313658,1.0098e-05,264095921.46,4,2.0,15.25,2,4
2018-04-19,-0.0055475421,-0.0057261247,0.0,0.0,0,,15.6000003815,3,4
2018-04-20,-0.0084794123,-0.0085365323,1.97522e-05,514099244.82,5,2.0,15.9600000381,4,4
2018-04-23,-0.0001499495,5.62317e-05,0.0001095262,2826507606.56,6,5.0,16.8799991608,0,4
2018-04-24,-0.0134673678,-0.0133805616,1.51493e-05,390894531.94,3,2.0,16.3400001526,1,4
2018-04-25,0.0024716475,0.0018370596,7.74307e-05,1971022130.66,3,4.0,18.0200004578,2,4
2018-04-26,0.0101657347,0.0104342048,0.0,0.0,0,,17.8400001526,3,4
2018-04-27,0.0009387556,0.0011136249,0.0002513809,6480007916.6,6,5.0,16.2399997711,4,4
2018-04-30,-0.0076905305,-0.008187491,0.0001039569,2682280012.18,8,5.0,15.4099998474,0,4
2018-05-01,0.001776875,0.0025490455,2.07884e-05,532253682.97,5,2.0,15.9300003052,1,5
2018-05-02,-0.0067174832,-0.0072058636,0.0,0.0,0,,15.4899997711,2,5
2018-05-03,-0.0022037122,-0.0022536742,0.0,0.0,0,,15.970000267,3,5
2018-05-04,0.0129464396,0.012811179,2.13748e-05,543358410.02,1,3.0,15.8999996185,4,5
2018-05-07,0.0033832962,0.0034579455,0.0001022487,2632861049.75,4,5.0,14.7700004578,0,5
2018-05-08,0.0,-0.0002656413,3.82505e-05,988265879.66,2,3.0,14.75,1,5
2018-05-09,0.0096657667,0.0096822203,0.0,0.0,0,,14.7100000381,2,5
2018-05-10,0.0093506086,0.0093706437,0.0,0.0,0,,13.4200000763,3,5
2018-05-11,0.0030513092,0.0017075956,0.0,0.0,0,,13.2299995422,4,5
2018-05-14,0.0004764701,0.0008834896,9.349e-07,24692301.21,1,1.0,12.6499996185,0,5
2018-05-15,-0.006886969,-0.0068421403,7.12968e-05,1883894556.74,9,4.0,12.9300003052,1,5
2018-05-16,0.0042050317,0.0040605617,0.0,0.0,0,,14.6300001144,2,5
2018-05-17,-0.0008447711,-0.0008558723,0.0001000442,2636330085.16,1,5.0,13.4200000763,3,5
2018-05-18,-0.0024999933,-0.0026321949,3.20146e-05,842923727.33,8,3.0,13.4300003052,4,5
2018-05-21,0.0075185517,0.007386753,8.70228e-05,2285529967.42,6,4.0,13.4200000763,0,5
2018-05-22,-0.0027801506,-0.0031357618,5.59751e-05,1481157572.81,7,4.0,13.0799999237,1,5
2018-05-23,0.0027511832,0.0032484099,3.9843e-06,105134475.0,1,1.0,13.220000267,2,5
2018-05-24,-0.0020485718,-0.0020232135,7.5959e-06,200989140.3,1,1.0,12.5799999237,3,5
2018-05-25,-0.0023826757,-0.0023572204,4.5965e-05,1213743726.47,4,3.0,12.529999733,4,5
2018-05-29,-0.0115010287,-0.0115641873,0.0001765577,4651049082.02,10,5.0,13.220000267,1,5
2018-05-30,0.0133447197,0.0126957912,3.8731e-06,100854493.84,1,1.0,17.0200004578,2,5
2018-05-31,-0.0061259051,-0.00687956,3.4341e-06,90615882.61,1,1.0,14.9399995804,3,5
2018-06-01,0.0098176852,0.0108492304,8.22345e-05,2156667673.28,9,4.0,15.4300003052,4,6
2018-06-04,0.0047514173,0.0044795984,0.0002717583,7197054471.1,13,5.0,13.4600000381,0,6
2018-06-05,0.0007275817,0.000702593,8.41846e-05,2240079340.18,9,4.0,12.7399997711,1,6
2018-06-06,0.0083605516,0.0085673925,0.0,0.0,0,,12.3999996185,2,6
2018-06-07,-0.0001081427,-0.0007141885,9.731e-07,26128482.78,1,1.0,11.6400003433,3,6
2018-06-08,0.0029563664,0.0031259044,6.7932e-05,1823852915.68,5,4.0,12.1300001144,4,6
2018-06-11,0.0013300087,0.0010687077,4.73208e-05,1274234082.48,8,4.0,12.1800003052,0,6
2018-06-12,0.0012924177,0.0017433852,9.43973e-05,2545270643.43,7,5.0,12.3500003815,1,6
2018-06-13,-0.0031909315,-0.0040261279,0.0,0.0,0,,12.3400001526,2,6
2018-06-14,0.0025177578,0.0024715498,0.0001222459,3289893507.49,4,5.0,12.9399995804,3,6
2018-06-15,-0.0057403438,-0.0010171027,8.3688e-06,225788952.1,2,1.0,12.1199998856,4,6
2018-06-18,-0.0020568228,-0.0021261278,0.0001149766,3084245564.74,17,5.0,11.9799995422,0,6
2018-06-19,-0.0038327942,-0.0040234023,6.10422e-05,1634087924.82,6,4.0,12.3100004196,1,6
2018-06-20,0.0017059935,0.0017121543,5.00122e-05,1333684630.81,5,4.0,13.3500003815,2,6
2018-06-21,-0.0062688371,-0.0063455105,0.0,0.0,0,,12.7899999619,3,6
2018-06-22,0.0018232206,0.0018619345,2.22756e-05,591310133.53,2,3.0,14.6400003433,4,6
2018-06-25,-0.0136128353,-0.013724669,0.0001047368,2785333740.21,16,5.0,13.7700004578,0,6
2018-06-26,0.0022140447,0.002204577,4.84203e-05,1270143621.51,4,4.0,17.3299999237,1,6
2018-06-27,-0.0082842413,-0.0086043551,5.0973e-06,134006509.34,1,1.0,15.9200000763,2,6
2018-06-28,0.0057174996,0.0061786899,2.70621e-05,705560799.99,1,3.0,17.9099998474,3,6
2018-06-29,0.0014396401,0.0007584033,0.000133337,3496227322.47,9,5.0,16.8500003815,4,6
2018-07-02,0.0021379629,0.0030679574,0.000234191,6149557179.02,23,5.0,16.0900001526,0,7
2018-07-03,-0.0035311981,-0.0049473506,7.70257e-05,2026921891.72,6,4.0,15.6000003815,1,7
2018-07-05,0.0081579605,0.0086208037,5.2012e-06,136386755.83,1,1.0,16.1399993896,3,7
2018-07-06,0.0084582337,0.0084812816,1.79191e-05,473707778.69,2,2.0,14.970000267,4,7
2018-07-09,0.0090043582,0.0088229859,8.01443e-05,2136602754.41,3,4.0,13.3699998856,0,7
2018-07-10,0.0035984168,0.0034732672,3.2639e-05,877973702.56,4,3.0,12.6899995804,1,7
2018-07-11,-0.0073144804,-0.0070942029,0.0,0.0,0,,12.6400003433,2,7
2018-07-12,0.0090659897,0.0087490427,0.0,0.0,0,,13.6300001144,3,7
2018-07-13,0.0007874905,0.0010792375,1.18862e-05,321423956.15,3,2.0,12.5799999237,4,7
2018-07-16,-0.0008941665,-0.0010281357,9.50024e-05,2571058721.14,20,5.0,12.1800003052,0,7
2018-07-17,0.004045267,0.0039736986,6.38969e-05,1727702329.42,9,4.0,12.8299999237,1,7
2018-07-18,0.0021035987,0.0021605126,3.7968e-06,103075797.31,1,1.0,12.0600004196,2,7
2018-07-19,-0.0037714281,-0.0039529931,0.0,0.0,0,,12.1000003815,3,7
2018-07-20,-0.0011428833,-0.0009484477,1.85158e-05,501830354.16,4,2.0,12.8699998856,4,7
2018-07-23,0.0018593376,0.0018380495,0.0001332253,3606650485.99,7,5.0,12.8599996567,0,7
2018-07-24,0.0050320239,0.0047809111,6.56178e-05,1779694443.96,4,4.0,12.6199998856,1,7
2018-07-25,0.0085225118,0.0091016051,7.37706e-05,2010884938.68,3,4.0,12.4099998474,2,7
2018-07-26,-0.0023591191,-0.003032296,0.0,0.0,0,,12.2899999619,3,7
2018-07-27,-0.0067762509,-0.0065622087,0.0002339599,6416603232.36,6,5.0,12.1400003433,4,7
2018-07-30,-0.0052235134,-0.0057541703,8.7524e-05,2384173328.84,5,4.0,13.029999733,0,7
2018-07-31,0.0049293599,0.0048847288,6.911e-06,187274587.07,3,1.0,14.2600002289,1,7
2018-08-01,-0.0016706403,-0.0010403515,0.0,0.0,0,,12.8299999237,2,8
2018-08-02,0.0054476585,0.0049264448,0.0,0.0,0,,13.1499996185,3,8
2018-08-03,0.0042848238,0.004644183,3.72717e-05,1018789472.49,3,3.0,12.1899995804,4,8
2018-08-06,0.0036671669,0.0035382275,7.96035e-05,2185216243.82,7,4.0,11.6400003433,0,8
2018-08-07,0.0033023183,0.0028241823,3.36696e-05,927662709.46,3,3.0,11.2700004578,1,8
2018-08-08,-0.0004201804,-0.00026238,0.0,0.0,0,,10.9300003052,2,8
2018-08-09,-0.0013661604,-0.0014416745,0.0,0.0,0,,10.8500003815,3,8
2018-08-10,-0.0067001214,-0.0071138879,0.0,0.0,0,,11.2700004578,4,8
2018-08-13,-0.0037434579,-0.0040059922,2.06519e-05,566041607.67,1,2.0,13.1599998474,0,8
2018-08-14,0.0063806726,0.0063892548,1.58351e-05,432393182.34,1,2.0,14.779999733,1,8
2018-08-15,-0.0074674011,-0.0076021648,6.7085e-06,184351639.44,3,1.0,13.3100004196,2,8
2018-08-16,0.0080914145,0.0079194085,9.66571e-05,2636330085.16,1,5.0,14.6400003433,3,8
2018-08-17,0.003520383,0.0033231157,5.82999e-05,1603000325.4,7,4.0,13.4499998093,4,8
2018-08-20,0.0021399561,0.0024280178,7.45762e-05,2057750066.74,5,4.0,12.6400003433,0,8
2018-08-21,0.0023453036,0.0020685364,9.0771e-05,2509964627.1,9,5.0,12.4899997711,1,8
2018-08-22,-0.0005936401,-0.0003981518,7.4076e-06,205312029.53,2,1.0,12.8599996567,2,8
2018-08-23,-0.001327899,-0.0016912621,7.2559e-06,200989140.3,1,1.0,12.25,3,8
2018-08-24,0.0060184092,0.0061988397,5.91684e-05,1636787948.9,5,4.0,12.4099998474,4,8
2018-08-27,0.0078953391,0.0076704094,0.0001913119,5324157201.65,14,5.0,11.9899997711,0,8
2018-08-28,0.0004831757,0.0002692783,0.0001339374,3756870273.68,6,5.0,12.1599998474,1,8
2018-08-29,0.005380786,0.0057014341,3.5939e-06,100854493.84,1,1.0,12.5,2,8
2018-08-30,-0.0040483846,-0.0044303291,0.0,0.0,0,,12.25,3,8
2018-08-31,3.44808e-05,0.0001344775,1.34301e-05,377384174.27,4,2.0,13.529999733,4,8
2018-09-04,-0.0017222969,-0.0016543221,0.0001132721,3183029670.58,8,5.0,12.8599996567,1,9
2018-09-05,-0.0026914143,-0.0028031267,3.4723e-06,97407251.68,1,1.0,13.1599998474,2,9
2018-09-06,-0.0030100513,-0.0036523051,0.0,0.0,0,,13.9099998474,3,9
2018-09-07,-0.0019433563,-0.0022133448,5.61745e-05,1566855347.05,4,4.0,14.6499996185,4,9
2018-09-10,0.0017385257,0.0018978268,7.8603e-05,2188183631.36,8,4.0,14.8800001144,0,9
2018-09-11,0.0032974025,0.0037398415,1.11656e-05,311371887.16,4,2.0,14.1599998474,1,9
2018-09-12,0.000242198,0.0003566719,9.9205e-06,277563410.61,2,2.0,13.220000267,2,9
2018-09-13,0.0059144697,0.0052822543,0.0001172441,3281140276.5,3,5.0,13.1400003433,3,9
2018-09-14,0.0001719847,0.0002754818,0.0001051292,2959501677.86,7,5.0,12.3699998856,4,9
2018-09-17,-0.0052943087,-0.0055697223,5.1596e-05,1452732062.08,14,4.0,12.0699996948,0,9
2018-09-18,0.0054261676,0.0053690146,7.3711e-05,2064413197.31,11,4.0,13.6800003052,1,9
2018-09-19,0.0010656133,0.0012532727,7.9657e-06,224304675.14,1,1.0,12.7899999619,2,9
2018-09-20,0.0081037887,0.0078405919,4.0518e-06,114215170.68,2,1.0,11.75,3,9
2018-09-21,-0.005415888,-0.000368533,3.1968e-06,90844096.63,1,1.0,11.8000001907,4,9
2018-09-24,-0.0033220359,-0.0035156878,0.0001842633,5207899633.79,17,5.0,11.6800003052,0,9
2018-09-25,-0.0009277336,-0.0013050961,8.41823e-05,2371371013.34,8,4.0,12.1999998093,1,9
2018-09-26,-0.0029922446,-0.0032892781,2.88192e-05,811067221.03,2,3.0,12.4200000763,2,9
2018-09-27,0.0027942512,0.0027632871,2.51455e-05,705560799.99,1,3.0,12.8900003433,3,9
2018-09-28,0.0001031985,-6.8701e-06,9.55604e-05,2688833859.0,10,5.0,12.4099998474,4,9
2018-10-01,0.0034741668,0.0036411051,0.000199457,5612805045.31,20,5.0,12.1199998856,0,10
2018-10-02,-0.0005827766,-0.0003966902,0.0001133904,3201940165.26,12,5.0,12.0,1,10
2018-10-03,0.0005487847,0.0007115197,4.8327e-06,136386755.83,1,1.0,12.0500001907,2,10
2018-10-04,-0.0078157095,-0.0081694823,0.0,0.0,0,,11.6099996567,3,10
2018-10-05,-0.005596998,-0.0055279788,1.22307e-05,342661882.57,5,2.0,14.220000267,4,10
2018-10-08,0.0,-0.0003951166,4.27959e-05,1192281102.5,6,3.0,14.8199996948,0,10
2018-10-09,-0.001459292,-0.0014179037,2.75016e-05,766187633.78,3,3.0,15.6899995804,1,10
2018-10-10,-0.0316632091,-0.032864229,0.0,0.0,0,,15.9499998093,2,10
2018-10-11,-0.0220264989,-0.0205730076,0.0,0.0,0,,22.9599990845,3,10
2018-10-12,0.0138883734,0.0142061978,1.41285e-05,372214429.68,3,2.0,24.9799995422,4,10
2018-10-15,-0.0056170257,-0.005904979,0.0001381969,3691344029.34,24,5.0,21.3099994659,0,10
2018-10-16,0.0218658897,0.0214956002,4.64853e-05,1234682855.13,7,4.0,21.2999992371,1,10
2018-10-17,0.000178382,-0.0002526623,3.9606e-06,107496042.85,2,1.0,17.6200008392,2,10
2018-10-18,-0.0144411415,-0.0143919224,4.5759e-06,124219550.6,1,1.0,17.3999996185,3,10
2018-10-19,-0.0005426697,-0.0003611699,1.61279e-05,431491844.93,3,2.0,20.0599994659,4,10
2018-10-22,-0.0044886524,-0.0042995275,0.0001378662,3686513423.01,8,5.0,19.8899993896,0,10
2018-10-23,-0.0050908126,-0.00551183,1.65791e-05,441331050.95,5,2.0,19.6399993896,1,10
2018-10-24,-0.0302985215,-0.030864434,7.59276e-05,2010884938.68,3,4.0,20.7099990845,2,10
2018-10-25,0.0179405213,0.0186250401,0.0,0.0,0,,25.2299995422,3,10
2018-10-26,-0.0175873824,-0.017327264,0.0,0.0,0,,24.2199993134,4,10
2018-10-29,-0.0055402755,-0.0065595996,9.099e-07,23369309.89,1,1.0,24.1599998474,0,10
2018-10-30,0.014818479,0.0156667801,0.0001074203,2743568242.03,6,5.0,24.7000007629,1,10
2018-10-31,0.0106808679,0.010851332,0.0,0.0,0,,23.3500003815,2,10
2018-11-01,0.0106418536,0.0105578437,0.0,0.0,0,,21.2299995422,3,11
2018-11-02,-0.0059229829,-0.0063166864,2.17199e-05,575025144.12,2,3.0,19.3400001526,4,11
2018-11-05,0.0055169367,0.0056003172,7.79818e-05,2052306754.39,5,4.0,19.5100002289,0,11
2018-11-06,0.0063278846,0.0062592958,1.87295e-05,495639352.98,2,2.0,19.9599990845,1,11
2018-11-07,0.0214088934,0.0212088561,0.0,0.0,0,,19.9099998474,2,11
2018-11-08,-0.0018149167,-0.0025089164,0.0,0.0,0,,16.3600006104,3,11
2018-11-09,-0.0097682361,-0.0091990137,2.11624e-05,574582893.68,1,2.0,16.7199993134,4,11
2018-11-12,-0.018685204,-0.0197014893,1.11721e-05,300372480.02,3,2.0,17.3600006104,0,11
2018-11-13,-0.0018711148,-0.0014819197,1.80841e-05,477123511.54,1,2.0,20.4500007629,1,11
2018-11-14,-0.0068366734,-0.0075674107,0.0,0.0,0,,20.0200004578,2,11
2018-11-15,0.0104366272,0.0105937534,0.000115533,3021670864.9,5,5.0,21.25,3,11
2018-11-16,0.0026006227,0.0022233054,7.8317e-06,206968624.27,2,1.0,19.9799995422,4,11
2018-11-19,-0.0169144949,-0.0166431086,3.81677e-05,1011287515.36,4,3.0,18.1399993896,0,11
2018-11-20,-0.018506172,-0.0181512408,6.91727e-05,1801789591.14,6,4.0,20.1000003815,1,11
2018-11-21,0.003407519,0.0030432907,8.0308e-06,205312029.53,2,1.0,22.4799995422,2,11
2018-11-23,-0.0066787,-0.0065548424,2.54482e-05,652818056.95,4,3.0,20.7999992371,4,11
2018-11-26,0.0161443495,0.0155323684,0.0003157831,8046614165.33,17,5.0,21.5200004578,0,11
2018-11-27,0.0033644632,0.0032616921,0.0001381302,3576583993.83,2,5.0,18.8999996185,1,11
2018-11-28,0.0230253086,0.0229739796,3.882e-06,100854493.84,1,1.0,19.0200004578,2,11
2018-11-29,-0.0021850667,-0.0021831081,0.0,0.0,0,,18.4899997711,3,11
2018-11-30,0.0060952728,0.0081707476,2.80316e-05,743400409.56,4,3.0,18.7900009155,4,11
2018-12-03,0.0132414075,0.0109414261,0.0002276474,6074024695.73,12,5.0,18.0699996948,0,12
2018-12-04,-0.0324023924,-0.0323649031,7.95132e-05,2149641190.78,7,4.0,16.4400005341,1,12
2018-12-06,-0.0015171273,-0.0015222281,1.407e-06,36806057.7,1,1.0,20.7399997711,3,12
2018-12-07,-0.0232359513,-0.0233201188,6.80231e-05,1776719014.45,7,4.0,21.1900005341,4,12
2018-12-10,0.0018970292,0.001762154,3.45754e-05,882101929.83,4,3.0,23.2299995422,0,12
2018-12-11,0.0002272032,-0.0003563462,2.32407e-05,594051623.76,6,3.0,22.6399993896,1,12
2018-12-12,0.0050353483,0.0054195037,1.05142e-05,268812793.99,2,2.0,21.7600002289,2,12
2018-12-13,-0.0003390203,-0.0001999303,0.0001377072,3538438182.97,2,5.0,21.4599990845,3,12
2018-12-14,-0.0184647624,-0.0190867096,9.64415e-05,2477258951.65,4,5.0,20.6499996185,4,12
2018-12-17,-0.0196183844,-0.0207734806,0.000168612,4251107145.72,18,5.0,21.6299991608,0,12
2018-12-18,-0.0010964864,8.64006e-05,0.0001387429,3429409966.78,16,5.0,24.5200004578,1,12
2018-12-19,-0.0149757225,-0.0153957145,0.0,0.0,0,,25.5799999237,2,12
2018-12-20,-0.0162779449,-0.0157721063,3.37503e-05,820835926.66,4,3.0,25.5799999237,3,12
2018-12-21,-0.026176321,-0.0205882283,4.6358e-06,110911625.85,2,1.0,28.3799991608,4,12
2018-12-24,-0.026422936,-0.0271122545,0.0001585072,3693014066.44,15,5.0,30.1100006104,0,12
2018-12-26,0.0505248635,0.0495937428,1.49055e-05,338103170.78,2,2.0,36.0699996948,2,12
2018-12-27,0.007677369,0.0085626808,1.04368e-05,248698947.08,1,2.0,30.4099998474,3,12
2018-12-28,-0.001289988,-0.0012415825,0.0001032705,2479740235.92,8,5.0,29.9599990845,4,12
2018-12-31,0.0087588221,0.0084924841,0.0001123106,2693334227.23,17,5.0,28.3400001526,0,12
2019-01-02,0.0010403109,0.0012684969,7.38658e-05,1786898909.89,3,4.0,25.4200000763,2,1
2019-01-03,-0.0238627634,-0.0247567304,1.35341e-05,327745918.47,1,2.0,23.2199993134,3,1
2019-01-04,0.0334957309,0.0343357146,8.34361e-05,1972301867.74,6,4.0,25.4500007629,4,1
2019-01-07,0.0078846448,0.0070104348,7.24068e-05,1768915833.48,4,4.0,21.3799991608,0,1
2019-01-08,0.0093953302,0.009695285,7.947e-07,19568126.17,1,1.0,21.3999996185,1,1
2019-01-09,0.0046734909,0.0040980455,0.0,0.0,0,,20.4699993134,2,1
2019-01-10,0.0035275561,0.0045184188,0.0,0.0,0,,19.9799995422,3,1
2019-01-11,0.0003863029,-0.0001462978,5.47748e-05,1372571860.58,2,4.0,19.5,4,1
2019-01-14,-0.0061009229,-0.0052575252,7.14431e-05,1790945909.38,8,4.0,18.1900005341,0,1
2019-01-15,0.0114608092,0.0107216886,0.0001244038,3099544814.6,20,5.0,19.0699996948,1,1
2019-01-16,0.0024198382,0.0022219855,2.46718e-05,621747367.71,1,3.0,18.6000003815,2,1
2019-01-17,0.0075867131,0.0075914004,0.0,0.0,0,,19.0400009155,3,1
2019-01-18,0.0133100096,0.013183053,9.21272e-05,2344947947.04,13,5.0,18.0599994659,4,1
2019-01-22,-0.013510494,-0.0141573062,0.0,0.0,0,,17.7999992371,1,1
2019-01-23,0.0020924383,0.0022029128,8.24009e-05,2096584715.73,5,4.0,20.7999992371,2,1
2019-01-24,0.0005314306,0.0013757256,0.0,0.0,0,,19.5200004578,3,1
2019-01-25,0.0084614346,0.0084886941,2.4266e-06,61903530.7,1,1.0,18.8899993896,4,1
2019-01-28,-0.0076002296,-0.0078468275,9.084e-07,23369309.89,1,1.0,17.4200000763,0,1
2019-01-29,-0.001326987,-0.0014562466,4.4664e-06,114029744.95,1,1.0,18.8700008392,1,1
2019-01-30,0.015830769,0.0155492609,0.0,0.0,0,,19.1299991608,2,1
2019-01-31,0.0087824435,0.0085973959,0.0,0.0,0,,17.6599998474,3,1
2019-02-01,0.0004816244,0.0008986101,0.0001042686,2724334421.8,6,5.0,16.5699996948,4,2
2019-02-04,0.0070354511,0.0067762366,7.67572e-05,2006482840.01,5,4.0,16.1399993896,0,2
2019-02-05,0.0041918469,0.0047084204,1.49501e-05,393555581.31,1,2.0,15.7299995422,1,2
2019-02-06,-0.0013182565,-0.002224438,0.0,0.0,0,,15.5699996948,2,2
2019-02-07,-0.0095327993,-0.0093571401,0.0,0.0,0,,15.3800001144,3,2
2019-02-08,0.001221539,0.0006762011,5.37e-08,1404464.49,1,1.0,16.3700008392,4,2
2019-02-11,0.0005545676,0.0007091031,5.33691e-05,1397220644.15,5,4.0,15.720000267,0,2
2019-02-12,0.0128594008,0.0128902247,2.76411e-05,724053209.18,2,3.0,15.970000267,1,2
2019-02-13,0.0032469322,0.0030239947,0.0,0.0,0,,15.4300003052,2,2
2019-02-14,-0.0022182093,-0.0026516416,9.90437e-05,2636330085.16,1,5.0,15.6499996185,3,2
2019-02-15,0.0108972599,0.0108787526,2.13753e-05,567702498.9,5,3.0,16.2199993134,4,2
2019-02-19,0.0017305801,0.0014987433,9.21334e-05,2473617136.28,4,5.0,14.9099998474,1,2
2019-02-20,0.0020154671,0.0017771108,0.0,0.0,0,,14.8800001144,2,2
2019-02-21,-0.0035558716,-0.0035264368,0.0,0.0,0,,14.0200004578,3,2
2019-02-22,0.0061999897,0.0064111024,3.83358e-05,1029432267.93,5,3.0,14.4600000381,4,2
2019-02-25,0.0013612322,0.0012318626,0.0001174916,3174570310.12,5,5.0,13.5100002289,0,2
2019-02-26,-0.0007154468,-0.0007904571,0.0001818364,4919824195.78,10,5.0,14.8500003815,1,2
2019-02-27,-0.0004295973,-0.0005440494,4.5191e-06,122183308.78,1,1.0,15.1700000763,2,2
2019-02-28,-0.0018625341,-0.0028255083,4.6921e-06,126804864.98,2,1.0,14.6999998093,3,2
2019-03-01,0.006243795,0.0068953206,7.10369e-05,1916220762.5,4,4.0,14.779999733,4,3
2019-03-04,-0.0036374705,-0.0038805585,0.0002242821,6087787784.33,15,5.0,13.5699996948,0,3
2019-03-05,-0.0013600748,-0.0011315328,6.74806e-05,1824993642.68,8,4.0,14.6300001144,1,3
2019-03-06,-0.0060569225,-0.0065240987,0.0,0.0,0,,14.7399997711,2,3
2019-03-07,-0.0083654019,-0.0081257176,7.6225e-06,204621864.42,2,1.0,15.7399997711,3,3
2019-03-08,-0.0019999938,-0.0021316888,6.23076e-05,1658613479.32,4,4.0,16.5900001526,4,3
2019-03-11,0.0145012428,0.0146660419,7.32985e-05,1947288218.92,10,4.0,16.0499992371,0,3
2019-03-12,0.003770966,0.0029533182,3.20435e-05,863628656.71,10,3.0,14.3299999237,1,3
2019-03-13,0.0066192213,0.0069495838,1.6452e-06,44508118.85,1,1.0,13.7700004578,2,3
2019-03-14,-0.0006397692,-0.0008680224,0.0001303403,3549491792.56,3,5.0,13.4099998474,3,3
2019-03-15,0.0005334823,0.0049849029,0.0001201549,3270022730.76,4,5.0,13.5,4,3
2019-03-18,0.0036258541,0.0037059469,0.0001629078,4435912040.4,17,5.0,12.8800001144,0,3
2019-03-19,0.0002479628,-0.0001305616,4.09883e-05,1120139924.53,8,3.0,13.1000003815,1,3
2019-03-20,-0.0030099367,-0.0029443536,1.55133e-05,424057169.56,4,2.0,13.5600004196,2,3
2019-03-21,0.0112947019,0.010852481,1.47431e-05,401789931.89,1,2.0,13.9099998474,3,3
2019-03-22,-0.0192463414,-0.0189745012,3.90255e-05,1075566217.01,6,3.0,13.6300001144,4,3
2019-03-25,-0.0007519837,-0.0008390207,0.0001295983,3503066825.6,17,5.0,16.4799995422,0,3
