date,spy_ret,payment_yield,cash_usd,n_payers,py_quintile,vix_lag,dow,month
2016-09-14,-0.0003751903,1.10333e-05,227725404.54,3,2,17.8500003815,2,9
2016-09-15,0.0099929859,1.05873e-05,218436148.47,3,2,18.1399993896,3,9
2016-09-16,-0.0088721835,4.43769e-05,924732839.49,11,3,16.2999992371,4,9
2016-09-19,0.0001875078,1.12398e-05,232138517.69,1,2,15.3699998856,0,9
2016-09-20,4.68324e-05,6.39745e-05,1321530732.99,5,4,15.529999733,1,9
2016-09-21,0.0112454745,2.80169e-05,578777705.15,1,3,15.9200000763,2,9
2016-09-23,-0.0054792671,9.7087e-06,204096661.44,1,2,12.0200004578,4,9
2016-09-26,-0.0081022267,2.39012e-05,499698864.11,4,3,12.2899999619,0,9
2016-09-27,0.0062079994,5.7898e-06,120065827.35,3,1,14.5,1,9
2016-09-28,0.0049635479,1.7515e-06,36547229.82,1,1,13.1000003815,2,9
2016-09-29,-0.0090472984,3.32439e-05,697117573.27,2,3,12.3900003433,3,9
2016-09-30,0.0075461637,0.0001003587,2085463169.06,13,5,14.0200004578,4,9
2016-10-03,-0.0024040881,9.31307e-05,1949868598.18,5,5,13.2899999619,0,10
2016-10-04,-0.0050978131,2.51351e-05,524985311.01,5,3,13.5699996948,1,10
2016-10-05,0.004425248,4.50867e-05,936906571.41,3,3,13.6300001144,2,10
2016-10-10,0.0052083817,7.8893e-06,164215898.52,1,1,13.4799995422,0,10
2016-10-13,-0.0032755238,1.16626e-05,241254749.3,1,2,15.9099998474,3,10
2016-10-14,0.0005164106,8.32824e-05,1717154138.67,4,4,16.6900005341,4,10
2016-10-17,-0.0034721765,4.62027e-05,953119897.24,9,4,16.1200008392,0,10
2016-10-18,0.0062623684,8.2105e-06,168786074.08,3,1,16.2099990845,1,10
2016-10-19,0.0026671286,7.7839e-06,161020124.15,3,1,15.279999733,2,10
2016-10-20,-0.001866688,1.1699e-05,242652822.52,2,2,14.4099998474,3,10
2016-10-21,0.0004675091,1.00508e-05,208078710.23,3,2,13.75,4,10
2016-10-24,0.0042527511,2.44716e-05,506863649.28,4,3,13.3400001526,0,10
2016-10-25,-0.0033505571,2.27077e-05,472330602.81,2,3,13.0200004578,1,10
2016-10-26,-0.0020077167,7.3292e-05,1519396053.01,3,4,13.4600000381,2,10
2016-10-31,4.70959e-05,3.13608e-05,645183730.03,5,3,16.1900005341,0,10
2016-11-04,-0.0011016176,1.4781e-05,298708975.36,3,2,22.0799999237,4,11
2016-11-07,0.0220570164,0.0001280207,2584319789.75,5,5,22.5100002289,0,11
2016-11-10,0.0024955785,9.82831e-05,2058504313.07,1,5,14.3800001144,3,11
2016-11-11,-0.0023049973,4.5562e-06,95666973.08,1,1,14.7399997711,4,11
2016-11-14,0.0007855012,5.32737e-05,1116003905.48,6,4,14.1700000763,0,11
2016-11-15,0.0078027724,4.64491e-05,973803311.43,10,4,14.4799995422,1,11
2016-11-18,-0.0022375701,0.0001564711,3316762167.44,5,5,13.3500003815,4,11
2016-11-21,0.0075514595,8.47697e-05,1792867301.0,8,4,12.8500003815,0,11
2016-11-22,0.0019532498,4.79855e-05,1022549741.32,5,4,12.4200000763,1,11
2016-11-25,0.0037154841,7.487e-06,159943347.95,3,1,12.4300003052,4,11
2016-11-28,-0.0046948742,4.54014e-05,973505621.62,7,3,12.3400001526,0,11
2016-11-29,0.0019503263,3.5518e-06,75799708.45,2,1,13.1499996185,1,11
2016-11-30,-0.0023991615,4.2491e-06,90859904.36,1,1,12.8999996185,2,11
2016-12-01,-0.0036754585,6.83424e-05,1457867317.12,2,4,13.3299999237,3,12
2016-12-02,0.0005009125,9.88757e-05,2101446841.66,11,5,14.0699996948,4,12
2016-12-05,0.0060087735,6.0103e-05,1278034972.42,7,4,14.1199998856,0,12
2016-12-06,0.003167407,0.0001088548,2328604285.4,3,5,12.1400003433,1,12
2016-12-08,0.0024487434,0.0001600421,3479364064.59,4,5,12.220000267,3,12
2016-12-09,0.0060404204,4.41566e-05,962328051.67,7,3,12.6400003433,4,12
2016-12-12,-0.001147828,9.188e-07,20143875.72,1,1,11.75,0,12
2016-12-13,0.0066740089,2.63744e-05,577599016.11,3,3,12.6400003433,1,12
2016-12-14,-0.0082542574,1.03295e-05,227725404.54,3,2,12.720000267,2,12
2016-12-15,0.0041171979,8.6228e-06,188531226.59,2,2,13.1899995804,3,12
2016-12-16,-0.0078039076,6.37355e-05,1399264333.63,11,4,12.7899999619,4,12
2016-12-19,0.0021774152,4.39829e-05,958074763.13,5,3,12.1999998093,0,12
2016-12-22,-0.001727419,4.274e-07,9340837.41,1,1,11.2700004578,3,12
2016-12-23,0.0014642019,7.35524e-05,1604604381.43,7,4,11.4300003052,4,12
2016-12-27,0.0024810489,6.4356e-06,140604393.01,2,1,11.4399995804,1,12
2016-12-28,-0.0082645085,1.21768e-05,266694607.37,2,2,11.9899997711,2,12
2016-12-29,-0.000222762,3.20943e-05,697117573.27,2,3,12.9499998093,3,12
2016-12-30,-0.0036550359,7.07289e-05,1535956446.67,12,4,13.3699998856,4,12
2017-01-03,0.0076500099,8.52682e-05,1844925124.08,5,4,14.0399999619,1,1
2017-01-04,0.0059491933,2.65875e-05,579666736.96,4,3,12.8500003815,2,1
2017-01-05,-0.0007944564,3.25364e-05,713586924.17,1,3,11.8500003815,3,1
2017-01-06,0.0035777952,8.56097e-05,1876096008.46,5,4,11.6700000763,4,1
2017-01-09,-0.003300911,7.05697e-05,1552036153.83,2,4,11.3199996948,0,1
2017-01-10,0.0,2.48803e-05,545383681.13,3,3,11.5600004196,1,1
2017-01-12,-0.0025099397,1.0975e-05,241254749.3,1,2,11.2600002289,3,1
2017-01-13,0.0022955206,5.40359e-05,1184851467.81,3,4,11.5399999619,4,1
2017-01-17,-0.0035234664,1.91164e-05,420128836.39,4,2,11.2299995422,1,1
2017-01-18,0.0022099448,4.1032e-06,89860951.5,1,1,11.8699998856,2,1
2017-01-20,0.0036740375,1.12069e-05,245063237.64,2,2,12.779999733,4,1
2017-01-23,-0.0026021504,1.02892e-05,225822766.84,2,2,11.5399999619,0,1
2017-01-24,0.0064117278,0.0002856061,6252013663.33,6,5,11.7700004578,1,1
2017-01-25,0.0086555412,6.89672e-05,1519396053.01,3,4,11.0699996948,2,1
2017-01-30,-0.0062016778,1.82269e-05,403967560.3,4,2,10.5799999237,0,1
2017-01-31,-8.79115e-05,4.286e-07,9441189.82,1,1,11.8800001144,1,1
2017-02-06,-0.0017877547,1.3856e-05,307589984.13,1,2,10.970000267,0,2
2017-02-07,4.37241e-05,2.84899e-05,631320119.87,1,3,11.3699998856,1,2
2017-02-09,0.0059326495,6.33e-08,1404464.49,1,1,11.4499998093,3,2
2017-02-10,0.0039461768,2.02199e-05,451330743.57,3,2,10.8800001144,4,2
2017-02-13,0.0054425718,4.50594e-05,1009742893.47,3,3,10.8500003815,0,2
2017-02-14,0.0039953287,1.99491e-05,449476112.67,3,2,11.0699996948,1,2
2017-02-15,0.0052203733,1.44004e-05,325753373.6,4,2,10.7399997711,2,2
2017-02-16,-0.0008513407,9.05265e-05,2058504313.07,1,5,11.970000267,3,2
2017-02-17,0.0015763255,3.97774e-05,903736968.76,7,3,11.7600002289,4,2
2017-02-21,0.0059552051,3.95663e-05,900357364.29,3,3,11.4899997711,1,2
2017-02-22,-0.0008880152,4.0039e-06,91653137.64,1,1,11.5699996948,2,2
2017-02-23,0.0006771782,2.0372e-06,46592266.16,1,1,11.7399997711,3,2
2017-02-24,0.0012688337,2.16242e-05,494898231.25,3,3,11.7100000381,4,2
2017-02-27,0.0015628753,1.59651e-05,365846841.42,3,2,11.470000267,0,2
2017-02-28,-0.0026991666,5.22345e-05,1198846007.17,5,4,12.0900001526,1,2
2017-03-01,0.0139975369,6.77411e-05,1550544419.57,3,4,12.9200000763,2,3
2017-03-03,0.0006295123,0.0001149454,2651043298.72,11,5,11.8100004196,4,3
2017-03-06,-0.0029779023,0.0001022944,2360751921.3,9,5,10.9600000381,0,3
2017-03-07,-0.0029868609,2.91653e-05,671072821.5,5,3,11.2399997711,1,3
2017-03-08,-0.0018565504,2.6837e-05,615656209.81,1,3,11.4499998093,2,3
2017-03-09,0.0012681901,0.00012523,2867513650.63,1,5,11.8599996567,3,3
2017-03-10,0.0035041874,3.3874e-05,776628809.78,4,3,12.3000001907,4,3
2017-03-13,0.0005048387,5.77643e-05,1329004602.85,4,4,11.6599998474,0,3
2017-03-14,-0.0038265997,0.0001702257,3918421755.74,15,5,11.3500003815,1,3
2017-03-15,0.0086534534,1.01627e-05,233039345.44,3,2,12.3000001907,2,3
2017-03-17,-0.0060801618,9.33828e-05,2155632233.25,14,5,11.2100000381,4,3
2017-03-20,-0.0010968844,6.83107e-05,1567284541.63,11,4,11.279999733,0,3
2017-03-21,-0.0128395003,2.26565e-05,519247878.09,2,3,11.3400001526,1,3
2017-03-22,0.0023531556,3.42793e-05,775536192.12,2,3,12.470000267,2,3
2017-03-24,-0.0007263948,1.64072e-05,371673194.63,3,2,13.1199998856,4,3
2017-03-27,-0.0010262785,2.79207e-05,632029541.29,3,3,12.9600000381,0,3
2017-03-28,0.0072768267,1.50991e-05,341441169.22,4,2,12.5,1,3
2017-03-29,0.0009348375,2.4068e-06,54820844.73,1,1,11.529999733,2,3
2017-03-30,0.0031841726,3.5632e-05,812383855.09,4,3,11.4200000763,3,3
2017-03-31,-0.0023275966,0.0003364373,7694941585.85,27,5,11.5399999619,4,3
2017-04-03,-0.0017392197,7.43611e-05,1696817412.61,4,4,12.3699998856,0,4
2017-04-04,0.0006373769,2.25192e-05,512964131.88,3,3,12.3800001144,1,4
2017-04-05,-0.0029726387,4.02437e-05,917293201.14,2,3,11.7899999619,2,4
2017-04-07,-0.0010193913,9.7452e-06,222089838.17,2,2,12.3900003433,4,4
2017-04-10,0.0005952355,2.54592e-05,579613420.84,3,3,12.8699998856,0,4
2017-04-13,-0.0064949121,1.10859e-05,251130461.65,2,2,15.7700004578,3,4
2017-04-17,0.0088598893,4.72412e-05,1063208811.91,10,4,15.9600000381,0,4
2017-04-18,-0.0029842358,5.6341e-06,127924803.68,2,1,14.6599998474,1,4
2017-04-19,-0.001838597,4.7486e-06,107496042.85,2,1,14.4200000763,2,4
2017-04-20,0.0081391102,1.37594e-05,310908069.83,3,2,14.9300003052,3,4
2017-04-21,-0.0031868786,1.16432e-05,265230063.68,3,2,14.1499996185,4,4
2017-04-24,0.0109979192,0.0002800612,6359432148.83,7,5,14.6300001144,0,4
2017-04-25,0.0058186318,2.4175e-06,55499717.18,1,1,10.8400001526,1,4
2017-04-26,-0.0006288374,7.38629e-05,1705539289.39,3,4,10.7600002289,2,4
2017-04-28,-0.0021793976,3.60418e-05,832400585.47,2,3,10.3599996567,4,4
2017-05-01,0.0025201228,4.0056e-06,92309793.53,1,1,10.8199996948,0,5
2017-05-05,0.0039370182,4.548e-06,105108162.89,2,1,10.4600000381,4,5
2017-05-08,-0.0001668473,2.90702e-05,674483725.65,2,3,10.5699996948,0,5
2017-05-12,-0.0016710216,8.314e-06,192643079.89,1,1,10.6000003815,4,5
2017-05-15,0.0055235055,0.0001345674,3112843862.95,15,5,10.3999996185,0,5
2017-05-16,-0.0009155273,1.41612e-05,329390069.67,3,2,10.4200000763,1,5
2017-05-18,0.0040284832,9.96738e-05,2275188977.61,1,5,15.5900001526,3,5
2017-05-19,0.0065041739,3.4884e-06,79948239.97,2,1,14.6599998474,4,5
2017-05-22,0.0050774484,4.00608e-05,924097468.72,8,3,12.0399999619,0,5
2017-05-23,0.0022127537,2.89704e-05,671664219.12,2,3,10.9300003052,1,5
2017-05-24,0.0023328371,3.9132e-06,90927113.51,1,1,10.720000267,2,5
2017-05-25,0.0047794933,7.0888e-06,165098222.39,1,1,10.0200004578,3,5
2017-05-26,-0.0002067662,0.0002240652,5243420639.77,8,5,9.9899997711,4,5
2017-05-30,-0.0008688375,9.3467e-06,218680377.58,2,2,9.8100004196,1,5
2017-05-31,-0.0002484371,7.0274e-06,164273410.58,2,1,10.3800001144,2,5
2017-06-01,0.0079522786,6.53511e-05,1527276609.74,2,4,10.4099998474,3,6
2017-06-02,0.0033283923,5.95808e-05,1403495948.06,6,4,9.8900003433,4,6
2017-06-05,-0.0007371613,6.74395e-05,1593905567.38,5,4,9.75,0,6
2017-06-06,-0.0031968473,2.18093e-05,515074952.56,5,3,10.0699996948,1,6
2017-06-08,0.0004924695,0.0001476844,3483169860.44,2,5,10.3900003433,3,6
2017-06-09,-0.0015177419,3.89183e-05,918347964.03,6,3,10.1599998474,4,6
2017-06-12,-0.0002054273,0.0001149515,2708375706.53,6,5,10.6999998093,0,6
2017-06-13,0.0048898851,4.43598e-05,1044948533.8,11,3,11.4600000381,1,6
2017-06-14,-0.0012676244,4.0488e-06,95841433.11,2,1,10.4200000763,2,6
2017-06-15,-0.0019243417,9.8558e-06,233004910.36,3,2,10.6400003433,3,6
2017-06-19,0.0083251083,9.79133e-05,2299640806.45,9,5,10.3800001144,0,6
2017-06-20,-0.0067440903,2.61269e-05,618736960.56,3,3,10.3699998856,1,6
2017-06-21,-0.0002468934,3.67194e-05,863725647.21,3,3,10.8599996567,2,6
2017-06-23,0.0011942371,2.44483e-05,574677451.19,7,3,10.4799995422,4,6
2017-06-26,0.0006580364,9.9638e-06,234487578.68,1,2,10.0200004578,0,6
2017-06-28,0.008950415,2.3468e-06,54820844.73,1,1,11.0600004196,2,6
2017-06-29,-0.0087888593,3.24759e-05,765416614.28,2,3,10.029999733,3,6
2017-06-30,0.0018644994,0.0001430004,3340721637.9,15,5,11.4399995804,4,6
2017-07-03,0.0016956313,0.0001098325,2570649374.64,7,5,11.1800003052,0,7
2017-07-05,0.0023120331,2.32805e-05,545808603.49,3,3,11.220000267,2,7
2017-07-06,-0.0091444626,3.32314e-05,780906445.32,1,3,11.0699996948,3,7
2017-07-07,0.006485128,9.653e-07,22477294.63,1,1,12.5399999619,4,7
2017-07-10,0.0010738693,2.37735e-05,557136126.2,2,3,11.1899995804,0,7
2017-07-13,0.0016802741,1.02144e-05,241254749.3,1,2,10.3000001907,3,7
2017-07-14,0.0046641003,1.00525e-05,237830374.09,3,2,9.8999996185,4,7
2017-07-17,-0.0001221648,4.60123e-05,1093673323.65,10,3,9.5100002289,0,7
2017-07-18,0.0005294868,4.265e-06,101363036.5,2,1,9.8199996948,1,7
2017-07-20,0.0004453646,1.07658e-05,257383988.53,2,2,9.7899999619,3,7
2017-07-21,-0.0008903327,6.57285e-05,1572106947.13,4,4,9.5799999237,4,7
2017-07-24,-0.0002430232,0.0003207528,7665001320.05,8,5,9.3599996567,0,7
2017-07-25,0.0024308842,9.8489e-06,235301949.45,2,2,9.4300003052,1,7
2017-07-26,4.03949e-05,7.12982e-05,1707532429.79,3,4,9.4300003052,2,7
2017-07-31,-0.0005670057,2.02095e-05,483003507.78,4,2,10.2899999619,0,7
2017-08-01,0.0022288084,1.32075e-05,315476906.8,1,2,10.2600002289,1,8
2017-08-04,0.001822145,2.73273e-05,653249921.57,3,3,10.4399995804,4,8
2017-08-07,0.0018592274,6.40676e-05,1534303857.31,4,4,10.029999733,0,8
2017-08-11,0.001476865,9.5643e-06,225667607.87,1,2,16.0400009155,4,8
2017-08-14,0.0099131502,7.32109e-05,1729956252.77,7,4,15.5100002289,0,8
2017-08-15,-0.0001216792,3.67436e-05,876849342.59,9,3,12.3299999237,1,8
2017-08-17,-0.0155908563,9.51854e-05,2275188977.61,1,5,11.7399997711,3,8
2017-08-18,-0.0015631644,4.1066e-06,96628130.45,2,1,15.5500001907,4,8
2017-08-21,0.0007827744,9.95841e-05,2339556876.96,10,5,14.2600002289,0,8
2017-08-22,0.0104570136,3.24655e-05,763317356.75,3,3,13.1899995804,1,8
2017-08-23,-0.0035854175,3.8273e-06,90927113.51,1,1,11.3500003815,2,8
2017-08-24,-0.002330684,7.5808e-06,179454589.55,1,1,12.25,3,8
2017-08-25,0.0023361287,3.89491e-05,919868307.87,8,3,12.2299995422,4,8
2017-08-28,4.09297e-05,0.0001805863,4274901653.63,7,5,11.279999733,0,8
2017-08-29,0.0011448615,4.21866e-05,998696397.79,8,3,11.3199996948,1,8
2017-08-30,0.004737547,4.0637e-06,96311498.62,1,1,11.6999998093,2,8
2017-08-31,0.0060160604,2.854e-06,67961911.95,1,1,11.220000267,3,8
2017-09-01,0.0014141615,0.0001077715,2581768607.39,8,5,10.5900001526,4,9
2017-09-05,-0.0071820481,9.06454e-05,2174568076.28,7,5,10.1300001144,1,9
2017-09-06,0.0034137867,4.7955e-06,114217035.17,2,1,12.2299995422,2,9
2017-09-08,-0.0011746802,7.14939e-05,1708414864.96,7,4,11.5500001907,4,9
2017-09-11,0.0106659294,1.61017e-05,384312663.91,5,2,12.1199998856,0,9
2017-09-12,0.0033706365,8.86595e-05,2138683379.17,3,5,10.7299995422,1,9
2017-09-13,0.0004798845,1.8389e-06,44508118.85,1,1,10.5799999237,2,9
2017-09-14,-0.0003197899,0.0001235246,2991194236.84,4,5,10.5,3,9
2017-09-15,-0.0035986801,5.5972e-06,135494751.0,2,1,10.4399995804,4,9
2017-09-18,0.0021268862,8.11081e-05,1956367453.07,5,4,10.1700000763,0,9
2017-09-19,0.0010011213,6.21813e-05,1503034894.6,6,4,10.1499996185,1,9
2017-09-20,0.0003600286,3.41431e-05,826125680.04,3,3,10.1800003052,2,9
2017-09-21,-0.0026793497,1.49492e-05,361840532.94,1,2,9.779999733,3,9
2017-09-22,0.0002005014,4.5665e-06,110233608.43,1,1,9.6700000763,4,9
2017-09-25,-0.002044619,0.0001452225,3506355024.69,17,5,9.5900001526,0,9
2017-09-26,0.0006026158,3.78517e-05,912049292.46,3,3,10.2100000381,1,9
2017-09-28,0.0011997722,3.25283e-05,787308045.8,3,3,9.8699998856,3,9
2017-09-29,0.0035150374,9.69806e-05,2350111741.13,10,5,9.5500001907,4,9
2017-10-02,0.0043387001,0.0002402875,5843303533.52,21,5,9.5100002289,0,10
2017-10-03,0.0021401128,8.80152e-05,2149636611.84,7,4,9.4499998093,1,10
2017-10-04,0.0011864393,7.8121e-06,191207600.56,2,1,9.5100002289,2,10
2017-10-05,0.0059251066,3.56018e-05,872414752.07,2,3,9.6300001144,3,10
2017-10-06,-0.0011388068,1.48737e-05,366636436.73,4,2,9.1899995804,4,10
2017-10-09,-0.0016511309,2.8592e-05,703988762.48,5,3,9.6499996185,0,10
2017-10-10,0.0026383075,2.93633e-05,721785605.1,3,3,10.3299999237,1,10
2017-10-12,-0.0014900983,1.22271e-05,301824899.08,2,2,9.8500003815,3,10
2017-10-13,0.0012173954,4.007e-07,9875712.35,1,1,9.9099998474,4,10
2017-10-16,0.0013335805,0.000213264,5262940116.61,25,5,9.6099996567,0,10
2017-10-17,0.0007051116,2.20164e-05,544046809.99,5,3,9.9099998474,1,10
2017-10-18,0.0009785885,8.5154e-06,210571840.16,3,1,10.3100004196,2,10
2017-10-20,0.0051604523,1.5379e-05,380773754.54,5,2,10.0500001907,4,10
2017-10-23,-0.0038893861,0.0001233228,3069150801.86,7,5,9.970000267,0,10
2017-10-24,0.0017571053,0.0002734387,6778637311.98,9,5,11.0699996948,1,10
2017-10-25,-0.0049501258,6.87581e-05,1707532429.79,3,4,11.1599998474,2,10
2017-10-26,0.0012926548,2.166e-06,53524081.3,1,1,11.2299995422,3,10
2017-10-30,-0.0037250843,6.92208e-05,1726727856.85,5,4,9.8000001907,0,10
2017-10-31,0.001557912,1.4254e-05,354244499.31,2,2,10.5,1,10
2017-11-03,0.0033387006,1.56694e-05,390693714.24,3,2,9.9300003052,4,11
2017-11-06,0.0015476645,6.62656e-05,1657756938.86,3,4,9.1400003433,0,11
2017-11-07,-0.0006953551,5.34538e-05,1339315353.8,4,4,9.3999996185,1,11
2017-11-10,-0.0003099395,2.7155e-05,678595666.53,2,3,10.5,4,11
2017-11-13,0.0009298703,3.23205e-05,807430957.07,4,3,11.2899999619,0,11
2017-11-14,-0.0023225162,1.31182e-05,328022414.19,1,2,11.5,1,11
2017-11-15,-0.005005271,1.39983e-05,349217003.42,4,2,11.5900001526,2,11
2017-11-16,0.0085009852,9.16592e-05,2275188977.61,1,5,13.1300001144,3,11
2017-11-17,-0.0029387123,3.75422e-05,939803743.2,6,3,11.7600002289,4,11
2017-11-20,0.0017063618,6.66659e-05,1663961458.2,5,4,11.4300003052,0,11
2017-11-21,0.0065427895,7.12869e-05,1782336723.34,7,4,10.6499996185,1,11
2017-11-22,-0.0008845743,1.42977e-05,359814007.09,3,2,9.7299995422,2,11
2017-11-24,0.0023097304,3.68518e-05,926587978.08,4,3,9.8800001144,4,11
2017-11-27,-0.0004992102,0.0002039735,5140481168.72,12,5,9.6700000763,0,11
2017-11-28,0.0101448104,0.0001749639,4407189759.86,7,5,9.8699998856,1,11
2017-11-29,-0.0006086798,3.7851e-06,96311498.62,1,1,10.029999733,2,11
2017-11-30,0.0087549708,2.6726e-06,67961911.95,1,1,10.6999998093,3,11
2017-12-01,-0.0020754624,9.26104e-05,2375625685.67,6,5,11.279999733,4,12
2017-12-04,-0.0012099252,0.0002287632,5856011958.87,15,5,11.4300003052,0,12
2017-12-05,-0.0035966236,4.04283e-05,1033654071.61,6,3,11.6800003052,1,12
2017-12-07,0.0031530813,1.3542e-06,34505679.09,1,1,11.0200004578,3,12
2017-12-08,0.0054531087,8.11909e-05,2075307818.09,8,4,10.1599998474,4,12
2017-12-11,0.0030130231,1.0287e-06,26438836.89,1,1,9.5799999237,0,12
2017-12-12,0.0017648651,2.4735e-05,637611311.76,5,3,9.3400001526,1,12
2017-12-13,-0.0001124476,9.343e-06,241266605.82,2,2,9.9200000763,2,12
2017-12-14,-0.0040862093,0.0001230533,3177266530.87,3,5,10.1800003052,3,12
2017-12-15,0.0031996013,0.0001231313,3166288985.09,8,5,10.4899997711,4,12
2017-12-18,0.0063412344,0.0002435952,6284029103.41,22,5,9.4200000763,0,12
2017-12-19,-0.0038404129,3.14647e-05,816842960.73,3,3,9.529999733,1,12
2017-12-20,-0.0005240657,1.42589e-05,368748684.63,2,2,10.029999733,2,12
2017-12-21,0.002059648,4.216e-07,10897643.65,1,1,9.720000267,3,12
2017-12-22,-0.0002615173,1.74049e-05,450797749.43,2,2,9.6199998856,4,12
2017-12-26,-0.0011962443,9.64209e-05,2496702985.6,5,5,9.8999996185,1,12
2017-12-27,0.0004865634,9.0666e-06,234487578.68,1,2,10.25,2,12
2017-12-28,0.0020574135,3.36377e-05,870390709.49,3,3,10.470000267,3,12
2017-12-29,-0.0037705222,4.29574e-05,1113828593.15,7,3,10.1800003052,4,12
2018-01-02,0.0071573251,0.0001005487,2597262101.15,10,5,11.0399999619,1,1
2018-01-03,0.0063251564,1.74625e-05,454300296.74,2,2,9.7700004578,2,1
2018-01-04,0.0042148265,4.92688e-05,1289873656.67,3,4,9.1499996185,3,1
2018-01-05,0.0066640704,1.06082e-05,278896928.58,2,2,9.220000267,4,1
2018-01-08,0.0018286884,4.12945e-05,1092895069.34,1,3,9.220000267,0,1
2018-01-09,0.0022634166,6.4603e-06,171289578.6,2,1,9.5200004578,1,1
2018-01-10,-0.0015298806,3.138e-06,83389344.34,2,1,10.0799999237,2,1
2018-01-11,0.0072960748,1.05281e-05,279347604.45,1,2,9.8199996948,3,1
2018-01-12,0.0065189713,3.695e-07,9875712.35,1,1,9.8800001144,4,1
2018-01-16,-0.0034182936,0.000126151,3393644497.75,15,5,10.1599998474,1,1
2018-01-18,-0.001680808,3.8084e-06,103075797.31,1,1,11.9099998474,3,1
2018-01-22,0.0081309466,9.88748e-05,2683707309.75,5,5,11.2700004578,0,1
2018-01-23,0.0021224879,2.8555e-06,78136426.43,2,1,11.029999733,1,1
2018-01-24,-0.0003883507,6.22704e-05,1707532429.79,3,4,11.1000003815,2,1
2018-01-26,0.0115778289,1.18569e-05,325143483.3,3,2,11.5799999237,4,1
2018-01-29,-0.0066298904,7.20171e-05,1997733298.44,6,4,11.0799999237,0,1
2018-01-30,-0.010257071,1.266e-07,3488736.03,1,1,13.8400001526,1,1
2018-02-05,-0.0418225414,7.12583e-05,1899915419.19,4,4,17.3099994659,0,2
2018-02-06,0.0197022406,1.3972e-05,356945759.79,1,2,37.3199996948,1,2
2018-02-09,0.0150215233,1.2707e-05,316881371.28,2,2,33.4599990845,4,2
2018-02-12,0.0146844984,2.42218e-05,613103486.92,3,3,29.0599994659,0,2
2018-02-13,0.0024873885,1.88104e-05,483122151.49,1,2,25.6100006104,1,2
2018-02-15,0.0127601264,0.000100777,2629790342.42,5,5,19.2600002289,3,2
2018-02-16,0.0002929589,5.32728e-05,1407898977.76,3,4,19.1299991608,4,2
2018-02-20,-0.0062611825,3.34016e-05,882999039.15,4,3,19.4599990845,1,2
2018-02-22,0.0012960789,3.5063e-06,91653137.64,1,1,20.0200004578,3,2
2018-02-23,0.0159393404,1.35374e-05,354322681.0,2,2,18.7199993134,4,2
2018-02-26,0.0116122549,0.0001384255,3680835686.11,10,5,16.4899997711,0,2
2018-02-27,-0.0124865106,0.0001740354,4681466959.3,7,5,15.8000001907,1,2
2018-02-28,-0.0101300836,3.4113e-06,90615882.61,1,1,18.5900001526,2,2
2018-03-01,-0.0145407023,6.38112e-05,1677886358.81,2,4,19.8500003815,3,3
2018-03-02,0.0051549283,4.83316e-05,1252378030.21,6,4,22.4699993134,4,3
2018-03-05,0.0115579605,0.0002008434,5231121502.88,13,5,19.5900001526,0,3
2018-03-06,0.0025350029,9.3859e-05,2472884622.2,11,5,18.7299995422,1,3
2018-03-08,0.0048390913,0.0001437195,3794757881.97,2,5,17.7600002289,3,3
2018-03-09,0.0174023674,3.04947e-05,809077117.71,3,3,16.5400009155,4,3
2018-03-12,-0.001255087,4.92e-05,1328074268.5,10,4,14.6400003433,0,3
2018-03-13,-0.006462688,3.90623e-05,1053102017.97,7,3,15.779999733,1,3
2018-03-14,-0.0051315894,4.9909e-06,133683025.97,3,1,16.3500003815,2,3
2018-03-15,-0.001089676,7.0622e-06,188193159.65,2,1,17.2299995422,3,3
2018-03-16,-0.0029090465,0.0001056925,2813406808.31,5,5,16.5900001526,4,3
2018-03-19,-0.0135303494,7.85016e-05,2083540098.95,8,4,15.8000001907,0,3
2018-03-20,0.0017006987,7.12537e-05,1865581978.74,12,4,19.0200004578,1,3
2018-03-21,-0.0019192453,3.22862e-05,846763716.53,2,3,18.2000007629,2,3
2018-03-23,-0.0213146181,1.00513e-05,256531662.71,3,2,23.3400001526,4,3
2018-03-26,0.0273590308,0.0001914636,4782400789.41,19,5,24.8700008392,0,3
2018-03-27,-0.0170117291,3.14647e-05,807432023.29,7,3,21.0300006866,1,3
2018-03-28,-0.0029547948,3.7827e-06,95417728.8,2,1,22.5,2,3
2018-03-29,0.0127776142,0.0001038324,2611427646.11,4,5,22.8700008392,3,3
2018-04-02,-0.0215846202,8.83062e-05,2249316507.5,7,4,19.9699993134,0,4
2018-04-03,0.0128169798,2.80193e-05,698295908.29,4,3,23.6200008392,1,4
2018-04-04,0.0106991167,5.4033e-06,136386755.83,1,1,21.1000003815,2,4
2018-04-05,0.007892006,3.5869e-06,91508306.75,1,1,20.0599994659,3,4
2018-04-06,-0.0222858497,4.4622e-06,114736044.66,1,1,18.9400005341,4,4
2018-04-09,0.0049283797,3.49742e-05,879243222.65,2,3,21.4899997711,0,4
2018-04-10,0.0159003598,2.36716e-05,598031223.82,2,3,21.7700004578,1,4
2018-04-12,0.0082271111,4.15284e-05,1060254049.76,2,3,20.2399997711,3,4
2018-04-13,-0.0029330982,1.6346e-06,42076351.7,2,1,18.4899997711,4,4
2018-04-16,0.0082217338,8.11225e-05,2082039823.63,13,4,17.4099998474,0,4
2018-04-18,0.000740265,1.0098e-05,264095921.46,4,2,15.25,2,4
