ticker,cik10,status,missing_fields,pretax_tag,tax_tag,pretax_tag_2015,pretax_tag_2025,tax_tag_2015,tax_tag_2025,pretax_2015,tax_2015,pretax_2025,tax_2025,pretax_end_2015,pretax_end_2025,tax_end_2015,tax_end_2025,has_domestic,has_foreign,dom_for_match_2015,dom_for_match_2025,dom_plus_for_2015,dom_plus_for_2025,dom_for_vs_consol_2015,dom_for_vs_consol_2025,n_pretax_tags,consol_candidates,pretax_frame_2015,pretax_frame_2025
CRH,0000849395,missing_year,pretax_2015|tax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,IncomeTaxExpenseBenefit,,,4805000000.0,1041000000.0,,2025-12-31,,2025-12-31,1,1,,1,,4805000000.0,,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
CRWD,0001535527,missing_year,pretax_2015|pretax_2025|tax_2015|tax_2025,,,,,,,,,,,,,,,1,1,,,,,,,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,
CCI,0001051470,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,473829000.0,-51457000.0,1119000000.0,16000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,473829000.0,1119000000.0,0.0,0.0,6,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinor,,CY2025
CSX,0000277948,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,3138000000.0,1170000000.0,3769000000.0,880000000.0,2015-12-25,2025-12-31,2015-12-25,2025-12-31,0,0,,,,,,,1,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,CY2025
CMI,0000026172,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,2025000000.0,555000000.0,3963000000.0,1006000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,2025000000.0,3963000000.0,0.0,0.0,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,CY2025
CVS,0000064803,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,8616000000.0,3386000000.0,2136000000.0,408000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,,1,,2136000000.0,,0.0,7,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrolli,,CY2025
DHR,0000313616,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,3324000000.0,725300000.0,4233000000.0,633000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,0,0,,,,,,,5,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtra,,CY2025
DRI,0000940944,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,175300000.0,-21100000.0,1187200000.0,136200000.0,2015-05-31,2025-05-25,2015-05-31,2025-05-25,1,1,1,1,175300000.0,1187200000.0,0.0,0.0,5,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,
DDOG,0001561550,missing_year,pretax_2015|tax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,IncomeTaxExpenseBenefit,,,127021000.0,19280000.0,,2025-12-31,,2025-12-31,1,1,,1,,127021000.0,,0.0,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,CY2025
DVA,0000927066,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,723136000.0,295726000.0,1346823000.0,293107000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,0,1,688387000.0,1346823000.0,-34749000.0,0.0,5,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DECK,0000910521,missing_year,pretax_2025,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,221139000.0,59359000.0,,277208000.0,2015-03-31,,2015-03-31,2025-03-31,1,1,0,,186867000.0,,-34272000.0,,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,
DE,0000315189,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,2780100000.0,840100000.0,6257000000.0,1259000000.0,2015-10-31,2025-11-02,2015-10-31,2025-11-02,1,1,1,1,2780000000.0,6300000000.0,-100000.0,43000000.0,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DELL,0001571996,missing_year,pretax_2015|tax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,IncomeTaxExpenseBenefit,,,5048000000.0,472000000.0,,2025-01-31,,2025-01-31,1,1,,1,,5048000000.0,,0.0,5,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,
DAL,0000027904,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,7157000000.0,2631000000.0,6185000000.0,1180000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,0,0,,,,,,,2,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DVN,0001090012,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,-21268000000.0,-6065000000.0,3466000000.0,785000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,,,,,,,6,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinor,,CY2025
DXCM,0001093557,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,-57500000.0,100000.0,1088400000.0,252100000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,-57500000.0,1088400000.0,0.0,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
FANG,0001539838,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,-749100000.0,-201310000.0,1874000000.0,327000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,0,0,,,,,,,2,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,CY2015,CY2025
DLR,0001297996,missing_year,pretax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,,6451000.0,1345207000.0,32040000.0,,2025-12-31,2015-12-31,2025-12-31,1,1,,1,,1345207000.0,,0.0,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,CY2025
DG,0000029534,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,1853024000.0,687944000.0,1964592000.0,452281000.0,2016-01-29,2026-01-30,2016-01-29,2026-01-30,0,0,,,,,,,2,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DLTR,0000935703,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,448200000.0,165800000.0,1629500000.0,404200000.0,2016-01-30,2026-01-31,2016-01-30,2026-01-31,1,1,,1,,1629500000.0,,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
D,0000715957,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,2828000000.0,905000000.0,3611000000.0,532000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,0,0,,,,,,,4,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinor,,CY2025
DPZ,0001286681,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,306215000.0,113426000.0,770338000.0,168634000.0,2016-01-03,2025-12-28,2016-01-03,2025-12-28,1,1,1,1,306215000.0,770338000.0,0.0,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DASH,0001792789,missing_year,pretax_2015|tax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,IncomeTaxExpenseBenefit,,,939000000.0,7000000.0,,2025-12-31,,2025-12-31,1,1,,1,,939000000.0,,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,
DOV,0000029905,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,800610000.0,204729000.0,1374252000.0,276823000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,800610000.0,1374252000.0,0.0,0.0,6,DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxe,,CY2025
DOW,0001751788,missing_year,pretax_2015|tax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,IncomeTaxExpenseBenefit,,,-2511000000.0,-67000000.0,,2025-12-31,,2025-12-31,1,1,,1,,-2511000000.0,,0.0,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,CY2025
DHI,0000882184,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,1123400000.0,372700000.0,4739900000.0,1119000000.0,2015-09-30,2025-09-30,2015-09-30,2025-09-30,0,0,,,,,,,2,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DTE,0000936340,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,950000000.0,230000000.0,1550000000.0,88000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,,1,,1550000000.0,,0.0,5,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DUK,0001326160,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,4137000000.0,1326000000.0,5712000000.0,642000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,4137000000.0,5712000000.0,0.0,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
DD,0001666700,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,9930000000.0,2147000000.0,200000000.0,102000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,,1,,200000000.0,,0.0,3,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,CY2015,CY2025
ETN,0001551182,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,2145000000.0,164000000.0,4932000000.0,841000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,,,,,,,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
EBAY,0001065088,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,2406000000.0,459000000.0,2307000000.0,311000000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,2406000000.0,2307000000.0,0.0,0.0,5,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
ECHO,0001415404,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,221572000.0,72201000.0,-18893314000.0,-4386375000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,221572000.0,-18893314000.0,0.0,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
ECL,0000031462,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,1317700000.0,300500000.0,2547900000.0,454600000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,1317700000.0,2547900000.0,0.0,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
EIX,0000827052,missing_year,pretax_2015,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,,486000000.0,5992000000.0,1291000000.0,,2025-12-31,2015-12-31,2025-12-31,0,0,,,,,,,4,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax|DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax|IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinor,,CY2025
EW,0001099800,ok,,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit,622400000.0,127500000.0,1272900000.0,216900000.0,2015-12-31,2025-12-31,2015-12-31,2025-12-31,1,1,1,1,622400000.0,1272900000.0,0.0,0.0,4,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest|IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,CY2025
