quarter,sector,role,flow_bn,level_bn,reval_bn,series_code
2017:Q1,Nonfinancial corporate business,holder,-21.277,1786.453,94.789,FU103064103.Q
2017:Q1,Federal government,holder,0.0,99.263,-4.36,FU313064105.Q
2017:Q1,State and local governments,holder,-3.944,110.798,5.766,FU213064103.Q
2017:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2017:Q1,U.S.-chartered depository institutions,holder,-0.947,33.757,1.316,FU763064103.Q
2017:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2017:Q1,Property-casualty insurance companies,holder,5.332,364.0,4.353,FU513064105.Q
2017:Q1,Life insurance companies,holder,-1.142,608.481,22.693,FU543064105.Q
2017:Q1,"Private pension funds, including 403(b) plans",holder,-6.987,2163.942,109.094,FU573064105.Q
2017:Q1,Federal government pension funds,holder,0.759,277.059,15.532,FU343064105.Q
2017:Q1,State and local government employee defined benefit pension funds,holder,-26.474,2047.151,108.863,FU223064145.Q
2017:Q1,Mutual funds,holder,-30.433,9604.948,565.448,FU653064100.Q
2017:Q1,Closed-end funds,holder,0.094,105.522,3.624,FU553064103.Q
2017:Q1,Exchange-traded funds,holder,97.207,2236.763,110.271,FU563064100.Q
2017:Q1,Business development companies,holder,-0.469,9.325,0.179,FU453064103.Q
2017:Q1,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2017:Q1,Hedge funds (domestic),holder,11.337,469.058,23.001,FU623064105.Q
2017:Q1,Private debt funds,holder,3.551,46.882,0.792,FU443064100.Q
2017:Q1,Security brokers and dealers,holder,-25.0,105.728,6.569,FU663064105.Q
2017:Q1,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2017:Q1,Rest of the world,holder,62.9,6067.731,345.412,FU263064105.Q
2017:Q2,All sectors,total,124.899,42611.085,1129.559,FU893064105.Q
2017:Q2,Nonfinancial corporate business,issuer,-61.783,27692.72,498.358,FU103164105.Q
2017:Q2,Domestic financial sectors,issuer,95.638,8021.631,238.528,FU793164105.Q
2017:Q2,U.S.-chartered depository institutions,issuer_detail,0.614,112.365,9.44,FU763164105.Q
2017:Q2,Property-casualty insurance companies,issuer_detail,-4.067,743.25,78.715,FU513164105.Q
2017:Q2,"Life insurance companies, general accounts",issuer_detail,-3.373,214.531,9.008,FU543164175.Q
2017:Q2,Closed-end funds,issuer_detail,-0.455,274.174,3.377,FU554090005.Q
2017:Q2,Exchange-traded funds,issuer_detail,112.009,2944.343,57.582,FU564090005.Q
2017:Q2,Government-sponsored enterprises,issuer_detail,0.0,100.153,-4.012,FU403164105.Q
2017:Q2,Mortgage real estate investment trusts,issuer_detail,4.409,102.28,0.899,FU643164105.Q
2017:Q2,Business development companies,issuer_detail,2.029,55.327,-0.689,FU453164105.Q
2017:Q2,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2017:Q2,Security brokers and dealers,issuer_detail,0.781,97.17,14.409,FU663164105.Q
2017:Q2,Holding companies,issuer_detail,-14.439,2388.352,-9.636,FU733164105.Q
2017:Q2,Other financial business,issuer_detail,-1.87,989.686,79.435,FU503164105.Q
2017:Q2,Rest of the world,issuer,91.044,6896.734,392.673,FU263164105.Q
2017:Q2,Households and nonprofit organizations,holder,73.967,15697.968,404.235,FU153064105.Q
2017:Q2,Nonfinancial corporate business,holder,-21.823,1810.517,45.887,FU103064103.Q
2017:Q2,Federal government,holder,-0.063,95.563,-3.637,FU313064105.Q
2017:Q2,State and local governments,holder,-1.593,111.992,2.787,FU213064103.Q
2017:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2017:Q2,U.S.-chartered depository institutions,holder,0.036,34.583,0.79,FU763064103.Q
2017:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2017:Q2,Property-casualty insurance companies,holder,4.009,369.742,1.733,FU513064105.Q
2017:Q2,Life insurance companies,holder,0.141,624.094,15.472,FU543064105.Q
2017:Q2,"Private pension funds, including 403(b) plans",holder,-11.499,2206.889,54.446,FU573064105.Q
2017:Q2,Federal government pension funds,holder,1.201,288.076,9.816,FU343064105.Q
2017:Q2,State and local government employee defined benefit pension funds,holder,6.486,2119.668,66.031,FU223064145.Q
2017:Q2,Mutual funds,holder,-1.971,9923.346,320.369,FU653064100.Q
2017:Q2,Closed-end funds,holder,-0.822,106.018,1.318,FU553064103.Q
2017:Q2,Exchange-traded funds,holder,76.291,2369.562,56.508,FU563064100.Q
2017:Q2,Business development companies,holder,0.469,9.737,-0.057,FU453064103.Q
2017:Q2,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2017:Q2,Hedge funds (domestic),holder,6.878,487.738,11.802,FU623064105.Q
2017:Q2,Private debt funds,holder,-3.039,43.556,-0.287,FU443064100.Q
2017:Q2,Security brokers and dealers,holder,17.856,126.244,2.66,FU663064105.Q
2017:Q2,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2017:Q2,Rest of the world,holder,-21.625,6185.792,139.686,FU263064105.Q
2017:Q3,All sectors,total,20.436,44278.975,1647.454,FU893064105.Q
2017:Q3,Nonfinancial corporate business,issuer,-114.467,28455.488,877.235,FU103164105.Q
2017:Q3,Domestic financial sectors,issuer,64.278,8431.445,345.536,FU793164105.Q
2017:Q3,U.S.-chartered depository institutions,issuer_detail,0.75,116.187,3.072,FU763164105.Q
2017:Q3,Property-casualty insurance companies,issuer_detail,-1.666,783.235,41.651,FU513164105.Q
2017:Q3,"Life insurance companies, general accounts",issuer_detail,-3.762,223.13,12.361,FU543164175.Q
2017:Q3,Closed-end funds,issuer_detail,0.376,277.056,2.506,FU554090005.Q
2017:Q3,Exchange-traded funds,issuer_detail,87.288,3137.55,105.919,FU564090005.Q
2017:Q3,Government-sponsored enterprises,issuer_detail,0.0,98.434,-1.719,FU403164105.Q
2017:Q3,Mortgage real estate investment trusts,issuer_detail,3.906,105.95,-0.236,FU643164105.Q
2017:Q3,Business development companies,issuer_detail,0.975,55.667,-0.635,FU453164105.Q
2017:Q3,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2017:Q3,Security brokers and dealers,issuer_detail,4.441,103.135,1.524,FU663164105.Q
2017:Q3,Holding companies,issuer_detail,-27.449,2489.05,128.147,FU733164105.Q
2017:Q3,Other financial business,issuer_detail,-0.581,1042.051,52.946,FU503164105.Q
2017:Q3,Rest of the world,issuer,70.625,7392.042,424.683,FU263164105.Q
2017:Q3,Households and nonprofit organizations,holder,-74.87,16123.241,500.143,FU153064105.Q
2017:Q3,Nonfinancial corporate business,holder,-22.687,1859.513,71.683,FU103064103.Q
2017:Q3,Federal government,holder,-0.005,92.623,-2.935,FU313064105.Q
2017:Q3,State and local governments,holder,-3.815,112.74,4.563,FU213064103.Q
2017:Q3,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2017:Q3,U.S.-chartered depository institutions,holder,-1.219,34.68,1.316,FU763064103.Q
2017:Q3,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2017:Q3,Property-casualty insurance companies,holder,-0.484,383.438,14.18,FU513064105.Q
2017:Q3,Life insurance companies,holder,-1.909,644.924,22.739,FU543064105.Q
2017:Q3,"Private pension funds, including 403(b) plans",holder,-6.748,2290.049,89.908,FU573064105.Q
2017:Q3,Federal government pension funds,holder,-1.506,300.372,13.802,FU343064105.Q
2017:Q3,State and local government employee defined benefit pension funds,holder,-4.251,2208.762,93.345,FU223064145.Q
2017:Q3,Mutual funds,holder,-31.695,10351.331,459.68,FU653064100.Q
2017:Q3,Closed-end funds,holder,0.421,108.579,2.14,FU553064103.Q
2017:Q3,Exchange-traded funds,holder,54.792,2526.556,102.202,FU563064100.Q
2017:Q3,Business development companies,holder,0.145,9.955,0.073,FU453064103.Q
2017:Q3,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2017:Q3,Hedge funds (domestic),holder,6.027,513.636,19.871,FU623064105.Q
2017:Q3,Private debt funds,holder,1.795,45.678,0.327,FU443064100.Q
2017:Q3,Security brokers and dealers,holder,2.735,134.122,5.143,FU663064105.Q
2017:Q3,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2017:Q3,Rest of the world,holder,103.71,6538.776,249.274,FU263064105.Q
2017:Q4,All sectors,total,12.275,46787.771,2496.521,FU893064105.Q
2017:Q4,Nonfinancial corporate business,issuer,-71.71,30021.359,1637.581,FU103164105.Q
2017:Q4,Domestic financial sectors,issuer,117.604,9005.255,456.206,FU793164105.Q
2017:Q4,U.S.-chartered depository institutions,issuer_detail,3.433,118.726,-0.894,FU763164105.Q
2017:Q4,Property-casualty insurance companies,issuer_detail,-1.659,835.778,54.202,FU513164105.Q
2017:Q4,"Life insurance companies, general accounts",issuer_detail,-4.77,230.614,12.254,FU543164175.Q
2017:Q4,Closed-end funds,issuer_detail,0.04,277.3,0.204,FU554090005.Q
2017:Q4,Exchange-traded funds,issuer_detail,137.694,3401.019,125.775,FU564090005.Q
2017:Q4,Government-sponsored enterprises,issuer_detail,0.0,101.696,3.262,FU403164105.Q
2017:Q4,Mortgage real estate investment trusts,issuer_detail,-0.709,104.803,-0.438,FU643164105.Q
2017:Q4,Business development companies,issuer_detail,1.074,56.241,-0.5,FU453164105.Q
2017:Q4,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2017:Q4,Security brokers and dealers,issuer_detail,3.302,103.382,-3.055,FU663164105.Q
2017:Q4,Holding companies,issuer_detail,-20.45,2665.91,197.31,FU733164105.Q
2017:Q4,Other financial business,issuer_detail,-0.351,1109.786,68.086,FU503164105.Q
2017:Q4,Rest of the world,issuer,-33.619,7761.157,402.734,FU263164105.Q
2017:Q4,Households and nonprofit organizations,holder,41.019,17149.217,984.957,FU153064105.Q
2017:Q4,Nonfinancial corporate business,holder,-24.076,1949.283,113.846,FU103064103.Q
2017:Q4,Federal government,holder,0.0,96.434,3.811,FU313064105.Q
2017:Q4,State and local governments,holder,-2.509,116.805,6.574,FU213064103.Q
2017:Q4,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2017:Q4,U.S.-chartered depository institutions,holder,0.138,36.521,1.703,FU763064103.Q
2017:Q4,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2017:Q4,Property-casualty insurance companies,holder,0.926,410.585,26.221,FU513064105.Q
2017:Q4,Life insurance companies,holder,-2.55,660.82,18.446,FU543064105.Q
2017:Q4,"Private pension funds, including 403(b) plans",holder,-10.007,2413.569,133.527,FU573064105.Q
2017:Q4,Federal government pension funds,holder,6.022,324.207,17.813,FU343064105.Q
2017:Q4,State and local government employee defined benefit pension funds,holder,-22.383,2299.549,113.17,FU223064145.Q
2017:Q4,Mutual funds,holder,-69.466,10819.639,537.774,FU653064100.Q
2017:Q4,Closed-end funds,holder,-0.24,109.298,0.959,FU553064103.Q
2017:Q4,Exchange-traded funds,holder,118.413,2771.577,126.608,FU563064100.Q
2017:Q4,Business development companies,holder,0.467,10.561,0.139,FU453064103.Q
2017:Q4,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2017:Q4,Hedge funds (domestic),holder,23.881,567.466,29.949,FU623064105.Q
2017:Q4,Private debt funds,holder,2.231,48.547,0.638,FU443064100.Q
2017:Q4,Security brokers and dealers,holder,-18.068,123.874,7.82,FU663064105.Q
2017:Q4,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2017:Q4,Rest of the world,holder,-31.523,6879.819,372.566,FU263064105.Q
2018:Q1,All sectors,total,129.451,46445.59,-471.632,FU893064105.Q
2018:Q1,Nonfinancial corporate business,issuer,-112.903,29744.422,-164.034,FU103164105.Q
2018:Q1,Domestic financial sectors,issuer,47.972,8930.788,-122.439,FU793164105.Q
2018:Q1,U.S.-chartered depository institutions,issuer_detail,-6.948,119.869,8.091,FU763164105.Q
2018:Q1,Property-casualty insurance companies,issuer_detail,-0.921,833.335,-1.522,FU513164105.Q
2018:Q1,"Life insurance companies, general accounts",issuer_detail,-5.007,212.782,-12.825,FU543164175.Q
2018:Q1,Closed-end funds,issuer_detail,-0.055,268.739,-8.506,FU554090005.Q
2018:Q1,Exchange-traded funds,issuer_detail,62.872,3411.6,-52.291,FU564090005.Q
2018:Q1,Government-sponsored enterprises,issuer_detail,3.999,104.493,-1.202,FU403164105.Q
2018:Q1,Mortgage real estate investment trusts,issuer_detail,1.625,101.163,-5.265,FU643164105.Q
2018:Q1,Business development companies,issuer_detail,0.506,56.336,-0.411,FU453164105.Q
2018:Q1,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2018:Q1,Security brokers and dealers,issuer_detail,-2.953,105.741,5.312,FU663164105.Q
2018:Q1,Holding companies,issuer_detail,-4.793,2598.967,-62.15,FU733164105.Q
2018:Q1,Other financial business,issuer_detail,-0.353,1117.763,8.33,FU503164105.Q
2018:Q1,Rest of the world,issuer,194.382,7770.38,-185.159,FU263164105.Q
2018:Q1,Households and nonprofit organizations,holder,-15.168,16997.34,-136.709,FU153064105.Q
2018:Q1,Nonfinancial corporate business,holder,-9.964,1915.449,-23.87,FU103064103.Q
2018:Q1,Federal government,holder,3.994,101.228,0.8,FU313064105.Q
2018:Q1,State and local governments,holder,-2.631,112.949,-1.225,FU213064103.Q
2018:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2018:Q1,U.S.-chartered depository institutions,holder,2.902,38.406,-1.017,FU763064103.Q
2018:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2018:Q1,Property-casualty insurance companies,holder,6.543,407.419,-9.709,FU513064105.Q
2018:Q1,Life insurance companies,holder,-10.878,641.13,-8.812,FU543064105.Q
2018:Q1,"Private pension funds, including 403(b) plans",holder,-25.921,2362.339,-25.309,FU573064105.Q
2018:Q1,Federal government pension funds,holder,-0.292,322.057,-1.858,FU343064105.Q
2018:Q1,State and local government employee defined benefit pension funds,holder,-1.825,2259.836,-37.888,FU223064145.Q
2018:Q1,Mutual funds,holder,1.979,10761.948,-59.67,FU653064100.Q
2018:Q1,Closed-end funds,holder,-0.017,103.379,-5.902,FU553064103.Q
2018:Q1,Exchange-traded funds,holder,43.303,2771.359,-43.521,FU563064100.Q
2018:Q1,Business development companies,holder,0.409,10.824,-0.146,FU453064103.Q
2018:Q1,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2018:Q1,Hedge funds (domestic),holder,-7.647,553.868,-5.951,FU623064105.Q
2018:Q1,Private debt funds,holder,-0.252,47.624,-0.671,FU443064100.Q
2018:Q1,Security brokers and dealers,holder,0.518,123.093,-1.299,FU663064105.Q
2018:Q1,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2018:Q1,Rest of the world,holder,144.398,6915.342,-108.875,FU263064105.Q
2018:Q2,All sectors,total,-263.753,47248.785,1066.948,FU893064105.Q
2018:Q2,Nonfinancial corporate business,issuer,-229.937,30842.997,1328.512,FU103164105.Q
2018:Q2,Domestic financial sectors,issuer,30.634,8942.452,-18.97,FU793164105.Q
2018:Q2,U.S.-chartered depository institutions,issuer_detail,0.941,122.482,1.672,FU763164105.Q
2018:Q2,Property-casualty insurance companies,issuer_detail,-2.153,788.515,-42.667,FU513164105.Q
2018:Q2,"Life insurance companies, general accounts",issuer_detail,-0.132,208.301,-4.349,FU543164175.Q
2018:Q2,Closed-end funds,issuer_detail,1.889,271.416,0.788,FU554090005.Q
2018:Q2,Exchange-traded funds,issuer_detail,55.866,3497.885,30.419,FU564090005.Q
2018:Q2,Government-sponsored enterprises,issuer_detail,0.0,110.418,5.925,FU403164105.Q
2018:Q2,Mortgage real estate investment trusts,issuer_detail,0.843,103.513,1.507,FU643164105.Q
2018:Q2,Business development companies,issuer_detail,-0.04,56.124,-0.172,FU453164105.Q
2018:Q2,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2018:Q2,Security brokers and dealers,issuer_detail,-0.59,98.353,-6.798,FU663164105.Q
2018:Q2,Holding companies,issuer_detail,-25.125,2536.378,-37.464,FU733164105.Q
2018:Q2,Other financial business,issuer_detail,-0.865,1149.067,32.169,FU503164105.Q
2018:Q2,Rest of the world,issuer,-64.45,7463.336,-242.594,FU263164105.Q
2018:Q2,Households and nonprofit organizations,holder,-159.885,17240.077,402.622,FU153064105.Q
2018:Q2,Nonfinancial corporate business,holder,-10.256,1961.404,56.211,FU103064103.Q
2018:Q2,Federal government,holder,0.0,106.961,5.733,FU313064105.Q
2018:Q2,State and local governments,holder,-0.737,116.051,3.839,FU213064103.Q
2018:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2018:Q2,U.S.-chartered depository institutions,holder,-0.468,38.099,0.161,FU763064103.Q
2018:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2018:Q2,Property-casualty insurance companies,holder,1.275,409.744,1.05,FU513064105.Q
2018:Q2,Life insurance companies,holder,-10.659,641.342,10.871,FU543064105.Q
2018:Q2,"Private pension funds, including 403(b) plans",holder,-5.929,2436.707,80.297,FU573064105.Q
2018:Q2,Federal government pension funds,holder,-1.303,330.805,10.051,FU343064105.Q
2018:Q2,State and local government employee defined benefit pension funds,holder,-6.027,2303.516,49.707,FU223064145.Q
2018:Q2,Mutual funds,holder,-22.597,10930.539,191.188,FU653064100.Q
2018:Q2,Closed-end funds,holder,-0.403,104.415,1.439,FU553064103.Q
2018:Q2,Exchange-traded funds,holder,25.08,2834.369,37.93,FU563064100.Q
2018:Q2,Business development companies,holder,0.466,11.526,0.236,FU453064103.Q
2018:Q2,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2018:Q2,Hedge funds (domestic),holder,-15.332,557.363,18.827,FU623064105.Q
2018:Q2,Private debt funds,holder,0.468,49.13,1.038,FU443064100.Q
2018:Q2,Security brokers and dealers,holder,4.946,132.223,4.184,FU663064105.Q
2018:Q2,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2018:Q2,Rest of the world,holder,-62.392,7044.514,191.564,FU263064105.Q
2018:Q3,All sectors,total,23.009,49481.637,2209.843,FU893064105.Q
2018:Q3,Nonfinancial corporate business,issuer,-67.057,32558.901,1782.961,FU103164105.Q
2018:Q3,Domestic financial sectors,issuer,49.012,9324.842,333.378,FU793164105.Q
2018:Q3,U.S.-chartered depository institutions,issuer_detail,0.668,127.973,4.823,FU763164105.Q
2018:Q3,Property-casualty insurance companies,issuer_detail,-2.725,878.129,92.339,FU513164105.Q
2018:Q3,"Life insurance companies, general accounts",issuer_detail,-1.7,221.074,14.473,FU543164175.Q
2018:Q3,Closed-end funds,issuer_detail,-0.23,272.377,1.191,FU554090005.Q
2018:Q3,Exchange-traded funds,issuer_detail,87.268,3700.859,115.706,FU564090005.Q
2018:Q3,Government-sponsored enterprises,issuer_detail,0.0,116.398,5.98,FU403164105.Q
2018:Q3,Mortgage real estate investment trusts,issuer_detail,2.796,106.261,-0.048,FU643164105.Q
2018:Q3,Business development companies,issuer_detail,1.779,57.654,-0.249,FU453164105.Q
2018:Q3,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2018:Q3,Security brokers and dealers,issuer_detail,-0.382,93.463,-4.508,FU663164105.Q
2018:Q3,Holding companies,issuer_detail,-37.232,2538.849,39.703,FU733164105.Q
2018:Q3,Other financial business,issuer_detail,-1.23,1211.805,63.968,FU503164105.Q
2018:Q3,Rest of the world,issuer,41.054,7597.894,93.504,FU263164105.Q
2018:Q3,Households and nonprofit organizations,holder,99.743,17996.161,656.341,FU153064105.Q
2018:Q3,Nonfinancial corporate business,holder,-10.995,2091.549,141.14,FU103064103.Q
2018:Q3,Federal government,holder,-0.018,113.2,6.257,FU313064105.Q
2018:Q3,State and local governments,holder,-5.607,118.133,7.689,FU213064103.Q
2018:Q3,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2018:Q3,U.S.-chartered depository institutions,holder,-1.141,38.72,1.762,FU763064103.Q
2018:Q3,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2018:Q3,Property-casualty insurance companies,holder,9.557,434.263,14.962,FU513064105.Q
2018:Q3,Life insurance companies,holder,-13.418,650.703,22.779,FU543064105.Q
2018:Q3,"Private pension funds, including 403(b) plans",holder,-2.726,2595.417,161.436,FU573064105.Q
2018:Q3,Federal government pension funds,holder,-1.491,348.599,19.285,FU343064105.Q
2018:Q3,State and local government employee defined benefit pension funds,holder,-26.764,2366.57,89.818,FU223064145.Q
2018:Q3,Mutual funds,holder,-35.609,11367.339,472.409,FU653064100.Q
2018:Q3,Closed-end funds,holder,0.048,105.826,1.363,FU553064103.Q
2018:Q3,Exchange-traded funds,holder,61.354,3016.061,120.338,FU563064100.Q
2018:Q3,Business development companies,holder,-0.378,11.378,0.23,FU453064103.Q
2018:Q3,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2018:Q3,Hedge funds (domestic),holder,-14.692,579.598,36.927,FU623064105.Q
2018:Q3,Private debt funds,holder,2.091,52.201,0.98,FU443064100.Q
2018:Q3,Security brokers and dealers,holder,17.961,158.944,8.76,FU663064105.Q
2018:Q3,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2018:Q3,Rest of the world,holder,-54.906,7436.975,447.367,FU263064105.Q
2018:Q4,All sectors,total,-105.196,42760.862,-6615.579,FU893064105.Q
2018:Q4,Nonfinancial corporate business,issuer,-217.888,27926.917,-4414.096,FU103164105.Q
2018:Q4,Domestic financial sectors,issuer,53.217,8205.904,-1172.155,FU793164105.Q
2018:Q4,U.S.-chartered depository institutions,issuer_detail,0.111,104.906,-23.178,FU763164105.Q
2018:Q4,Property-casualty insurance companies,issuer_detail,-2.904,810.402,-64.823,FU513164105.Q
2018:Q4,"Life insurance companies, general accounts",issuer_detail,-5.706,188.471,-26.897,FU543164175.Q
2018:Q4,Closed-end funds,issuer_detail,0.264,252.205,-20.436,FU554090005.Q
2018:Q4,Exchange-traded funds,issuer_detail,105.04,3371.154,-434.745,FU564090005.Q
2018:Q4,Government-sponsored enterprises,issuer_detail,0.0,114.13,-2.268,FU403164105.Q
2018:Q4,Mortgage real estate investment trusts,issuer_detail,-1.854,105.4,0.993,FU643164105.Q
2018:Q4,Business development companies,issuer_detail,0.84,57.682,-0.812,FU453164105.Q
2018:Q4,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2018:Q4,Security brokers and dealers,issuer_detail,1.663,80.927,-14.199,FU663164105.Q
2018:Q4,Holding companies,issuer_detail,-44.171,2077.972,-416.706,FU733164105.Q
2018:Q4,Other financial business,issuer_detail,-0.066,1042.655,-169.084,FU503164105.Q
2018:Q4,Rest of the world,issuer,59.475,6628.041,-1029.328,FU263164105.Q
2018:Q4,Households and nonprofit organizations,holder,-126.785,15636.734,-2232.642,FU153064105.Q
2018:Q4,Nonfinancial corporate business,holder,-9.458,1789.868,-292.223,FU103064103.Q
2018:Q4,Federal government,holder,0.0,111.68,-1.52,FU313064105.Q
2018:Q4,State and local governments,holder,17.064,117.725,-17.472,FU213064103.Q
2018:Q4,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2018:Q4,U.S.-chartered depository institutions,holder,1.229,34.893,-5.056,FU763064103.Q
2018:Q4,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2018:Q4,Property-casualty insurance companies,holder,2.728,392.117,-44.874,FU513064105.Q
2018:Q4,Life insurance companies,holder,-9.286,573.169,-68.248,FU543064105.Q
2018:Q4,"Private pension funds, including 403(b) plans",holder,-47.493,2164.058,-383.866,FU573064105.Q
2018:Q4,Federal government pension funds,holder,-18.553,292.063,-37.983,FU343064105.Q
2018:Q4,State and local government employee defined benefit pension funds,holder,21.637,2087.904,-300.303,FU223064145.Q
2018:Q4,Mutual funds,holder,-64.582,9657.45,-1645.307,FU653064100.Q
2018:Q4,Closed-end funds,holder,-0.039,91.2,-14.587,FU553064103.Q
2018:Q4,Exchange-traded funds,holder,74.488,2659.009,-431.54,FU563064100.Q
2018:Q4,Business development companies,holder,0.081,10.884,-0.575,FU453064103.Q
2018:Q4,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2018:Q4,Hedge funds (domestic),holder,-1.031,492.843,-85.724,FU623064105.Q
2018:Q4,Private debt funds,holder,6.643,56.206,-2.638,FU443064100.Q
2018:Q4,Security brokers and dealers,holder,-38.963,96.473,-23.508,FU663064105.Q
2018:Q4,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2018:Q4,Rest of the world,holder,87.124,6496.586,-1027.513,FU263064105.Q
2019:Q1,All sectors,total,-172.454,48078.226,5489.818,FU893064105.Q
2019:Q1,Nonfinancial corporate business,issuer,-152.854,31841.98,4067.917,FU103164105.Q
2019:Q1,Domestic financial sectors,issuer,14.851,8897.23,676.475,FU793164105.Q
2019:Q1,U.S.-chartered depository institutions,issuer_detail,-1.689,112.582,9.365,FU763164105.Q
2019:Q1,Property-casualty insurance companies,issuer_detail,-0.548,848.612,38.758,FU513164105.Q
2019:Q1,"Life insurance companies, general accounts",issuer_detail,-5.915,201.706,19.15,FU543164175.Q
2019:Q1,Closed-end funds,issuer_detail,1.413,268.599,14.981,FU554090005.Q
2019:Q1,Exchange-traded funds,issuer_detail,45.742,3771.298,354.402,FU564090005.Q
2019:Q1,Government-sponsored enterprises,issuer_detail,0.0,116.605,2.475,FU403164105.Q
2019:Q1,Mortgage real estate investment trusts,issuer_detail,5.983,116.218,4.835,FU643164105.Q
2019:Q1,Business development companies,issuer_detail,2.276,60.105,0.147,FU453164105.Q
2019:Q1,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2019:Q1,Security brokers and dealers,issuer_detail,2.16,85.659,2.572,FU663164105.Q
2019:Q1,Holding companies,issuer_detail,-32.745,2218.842,173.615,FU733164105.Q
2019:Q1,Other financial business,issuer_detail,-1.826,1097.004,56.175,FU503164105.Q
2019:Q1,Rest of the world,issuer,-34.451,7339.016,745.426,FU263164105.Q
2019:Q1,Households and nonprofit organizations,holder,176.388,17821.09,2007.968,FU153064105.Q
2019:Q1,Nonfinancial corporate business,holder,2.411,2026.146,233.867,FU103064103.Q
2019:Q1,Federal government,holder,0.0,111.104,-0.576,FU313064105.Q
2019:Q1,State and local governments,holder,-13.079,120.524,15.878,FU213064103.Q
2019:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2019:Q1,U.S.-chartered depository institutions,holder,0.61,39.56,4.057,FU763064103.Q
2019:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2019:Q1,Property-casualty insurance companies,holder,-2.459,417.468,27.81,FU513064105.Q
2019:Q1,Life insurance companies,holder,-7.135,621.526,55.492,FU543064105.Q
2019:Q1,"Private pension funds, including 403(b) plans",holder,-9.576,2446.342,291.86,FU573064105.Q
2019:Q1,Federal government pension funds,holder,-0.015,331.025,38.977,FU343064105.Q
2019:Q1,State and local government employee defined benefit pension funds,holder,-27.923,2343.613,283.632,FU223064145.Q
2019:Q1,Mutual funds,holder,-29.57,10880.165,1252.285,FU653064100.Q
2019:Q1,Closed-end funds,holder,0.136,101.888,10.552,FU553064103.Q
2019:Q1,Exchange-traded funds,holder,10.998,3000.124,330.117,FU563064100.Q
2019:Q1,Business development companies,holder,0.373,11.602,0.345,FU453064103.Q
2019:Q1,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2019:Q1,Hedge funds (domestic),holder,-17.392,541.919,66.468,FU623064105.Q
2019:Q1,Private debt funds,holder,2.588,60.576,1.782,FU443064100.Q
