cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag,is_10k
1091667,"Charter Communications, Inc.",5132000000.0,0001091667-26-000017,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",0.0,0001093557-19-000041,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",0.0,0001093557-20-000029,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",100000000.0,0001093557-21-000024,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",0.0,0001093557-21-000024,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",0.0,0001093557-23-000024,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",0.0,0001093557-24-000021,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",557700000.0,0001093557-25-000036,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",688700000.0,0001093557-26-000027,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",750000000.0,0001093557-26-000027,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1093557,"DEXCOM, INC.",500000000.0,0001093557-26-000027,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,243800000.0,0001094285-19-000064,2016-01-03,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,0.0,0001094285-18-000053,2017-01-01,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,0.0,0001094285-18-000053,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,0.0,0001094285-25-000053,2023-01-01,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,0.0,0001094285-26-000017,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,354000000.0,0001094285-26-000017,2024-12-29,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1094285,TELEDYNE TECHNOLOGIES INC,402900000.0,0001094285-26-000017,2025-12-28,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1095073,"Everest Group, Ltd.",400059000.0,0001095073-18-000008,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1095073,"Everest Group, Ltd.",386288000.0,0001095073-19-000011,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1095073,"Everest Group, Ltd.",50000000.0,0001095073-20-000006,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1095073,"Everest Group, Ltd.",75304000.0,0001095073-21-000006,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST RE GROUP, LTD.",24604000.0,0001095073-22-000005,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST RE GROUP, LTD.",200000000.0,0001095073-23-000007,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST GROUP, LTD.",225000000.0,0001095073-24-000009,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST GROUP, LTD.",61000000.0,0001095073-25-000015,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST GROUP, LTD.",0.0,0001095073-26-000006,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST GROUP, LTD.",200000000.0,0001095073-26-000006,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1095073,"EVEREST GROUP, LTD.",797000000.0,0001095073-26-000006,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",101791000.0,0001097149-18-000010,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",96218000.0,0001097149-19-000009,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",103793000.0,0001097149-20-000008,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",300002000.0,0001097149-21-000007,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",399999000.0,0001097149-22-000011,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",0.0,0001097149-23-000013,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",375038000.0,0001097149-24-000011,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",435036000.0,0001097149-25-000012,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",592360000.0,0001097149-26-000014,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",352878000.0,0001097149-26-000014,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1097149,"ALIGN TECHNOLOGY, INC.",465939000.0,0001097149-26-000014,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORP,348200000.0,0001193125-18-051397,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORP,0.0,0001193125-19-045025,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORP,25000000.0,0001193125-20-041751,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORP,315300000.0,0001628280-21-002219,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORP,139000000.0,0001628280-22-002416,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORP,65400000.0,0001628280-23-002350,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORPORATION,0.0,0001628280-24-003201,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1097864,ON SEMICONDUCTOR CORPORATION,259800000.0,0001628280-25-004557,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1097864,ON Semiconductor Corporation,564200000.0,0001097864-26-000006,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1097864,ON Semiconductor Corporation,654100000.0,0001097864-26-000006,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1097864,ON Semiconductor Corporation,1377600000.0,0001097864-26-000006,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1099219,METLIFE INC,1930000000.0,0000937834-18-000005,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1099219,METLIFE INC,372000000.0,0001099219-19-000008,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1099219,METLIFE INC,2927000000.0,0001099219-20-000064,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1099219,METLIFE INC,3992000000.0,0001099219-21-000050,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",2285000000.0,0001099219-22-000014,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",1151000000.0,0001099219-23-000045,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",4303000000.0,0001099219-24-000035,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",3326000000.0,0001099219-25-000044,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",3103000000.0,0001099219-26-000013,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",3207000000.0,0001099219-26-000013,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1099219,"MetLife, Inc.",2883000000.0,0001099219-26-000013,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,280100000.0,0001099800-18-000007,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,662300000.0,0001099800-19-000004,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,763300000.0,0001099800-20-000005,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,795500000.0,0001099800-21-000007,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,263300000.0,0001099800-22-000005,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,625400000.0,0001099800-23-000005,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,512800000.0,0001099800-24-000004,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,1727100000.0,0001099800-25-000005,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,879600000.0,0001099800-26-000009,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,1159400000.0,0001099800-26-000009,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1099800,EDWARDS LIFESCIENCES CORPORATION,893400000.0,0001099800-26-000009,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",117478000.0,0001100682-18-000005,2015-12-26,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",12267000.0,0001100682-19-000004,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",106909000.0,0001100682-20-000005,2017-12-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",13846000.0,0001100682-21-000005,2018-12-29,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",18087000.0,0001100682-22-000007,2019-12-28,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",23979000.0,0001100682-23-000006,2020-12-26,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",40707000.0,0001100682-24-000007,2021-12-25,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",38651000.0,0001100682-25-000011,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",24155000.0,0001100682-26-000022,2023-12-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",119175000.0,0001100682-26-000022,2024-12-28,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",360673000.0,0001100682-26-000022,2025-12-27,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1101239,"EQUINIX, INC.",0.0,0001628280-17-008031,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1101239,"EQUINIX, INC.",0.0,0001628280-17-008031,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1103982,"MONDELEZ INTERNATIONAL, INC.",3622000000.0,0001193125-18-037332,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1103982,"MONDELEZ INTERNATIONAL, INC.",2601000000.0,0001103982-19-000005,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1103982,"MONDELEZ INTERNATIONAL, INC.",2174000000.0,0001103982-20-000003,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1103982,"MONDELEZ INTERNATIONAL, INC.",2020000000.0,0001103982-21-000004,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",1480000000.0,0001103982-22-000003,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",1390000000.0,0001103982-23-000006,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",2110000000.0,0001103982-24-000019,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",2017000000.0,0001103982-25-000030,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",1547000000.0,0001628280-26-005345,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",2334000000.0,0001628280-26-005345,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1103982,"Mondelez International, Inc.",2385000000.0,0001628280-26-005345,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1108524,"Salesforce, Inc.",0.0,0001108524-23-000011,2021-01-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1108524,"Salesforce, Inc.",0.0,0001108524-24-000005,2022-01-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1108524,"Salesforce, Inc.",4000000000.0,0001108524-25-000006,2023-01-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1108524,"Salesforce, Inc.",7620000000.0,0001108524-26-000060,2024-01-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1108524,"Salesforce, Inc.",7829000000.0,0001108524-26-000060,2025-01-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1108524,"Salesforce, Inc.",12596000000.0,0001108524-26-000060,2026-01-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1111711,NiSource Inc.,20400000.0,0001111711-18-000008,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1111711,NiSource Inc.,9400000.0,0001111711-19-000008,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1111711,NiSource Inc.,7200000.0,0001111711-20-000013,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1111711,NiSource Inc.,4000000.0,0001111711-21-000010,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1111711,NiSource Inc.,0.0,0001111711-21-000010,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1111711,NiSource Inc.,0.0,0001111711-21-000010,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,987800000.0,0001113169-18-000009,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,676900000.0,0001113169-19-000011,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,458100000.0,0001113169-20-000008,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,1090400000.0,0001113169-21-000006,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,705800000.0,0001113169-22-000005,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,1201900000.0,0001113169-23-000007,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,1138500000.0,0001113169-24-000007,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,849800000.0,0001113169-25-000007,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,254400000.0,0001628280-26-008002,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,337200000.0,0001628280-26-008002,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1113169,PRICE T ROWE GROUP INC,620900000.0,0001628280-26-008002,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",0.0,0001116132-16-000026,2016-07-02,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",0.0,0001116132-19-000016,2017-07-01,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",100000000.0,0001116132-21-000020,2019-06-29,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",300000000.0,0001116132-22-000018,2020-06-27,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",0.0,0001116132-23-000020,2021-07-03,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",1600000000.0,0001116132-24-000018,2022-07-02,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",703500000.0,0001116132-25-000019,2023-07-01,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",1718700000.0,0001116132-26-000018,2025-06-28,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1116132,"Tapestry, Inc.",1554600000.0,0001116132-26-000018,2026-06-27,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",377000000.0,0001120193-18-000003,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",100000000.0,0001120193-19-000002,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",203000000.0,0001120193-20-000004,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",394000000.0,0001120193-21-000011,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",200000000.0,0001120193-21-000011,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",222000000.0,0001120193-21-000011,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",468000000.0,0001120193-24-000006,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",308000000.0,0001120193-25-000008,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",269000000.0,0001628280-26-007703,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",145000000.0,0001628280-26-007703,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1120193,"Nasdaq, Inc.",616000000.0,0001628280-26-007703,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1121788,GARMIN LTD,131413000.0,0001615774-18-001344,2015-12-26,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1121788,GARMIN LTD,93233000.0,0001615774-19-002739,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1121788,GARMIN LTD,74523000.0,0001564590-20-005133,2017-12-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,34811000.0,0001123360-20-000009,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,208198000.0,0001123360-21-000009,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,311383000.0,0001123360-22-000007,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,631148000.0,0001123360-23-000009,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,2533629000.0,0001123360-24-000004,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC.,2921307000.0,0001123360-25-000080,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,418272000.0,0001123360-26-000008,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,1551950000.0,0001123360-26-000008,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1123360,GLOBAL PAYMENTS INC,1191020000.0,0001123360-26-000008,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC.",300600000.0,0001047469-18-000695,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC.",277300000.0,0001047469-19-000469,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC.",220400000.0,0001104659-20-021174,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC.",671600000.0,0001104659-21-022074,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",281000000.0,0001104659-22-020401,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",307000000.0,0001104659-23-022860,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",937200000.0,0001104659-24-025516,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",1661100000.0,0001410578-25-000160,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",740400000.0,0001104659-26-017031,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",1042400000.0,0001104659-26-017031,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1126328,"PRINCIPAL FINANCIAL GROUP, INC",902700000.0,0001104659-26-017031,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,3182000000.0,0001133421-18-000005,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,1547000000.0,0001133421-19-000007,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,393000000.0,0001133421-20-000020,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,1263000000.0,0001133421-21-000006,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,744000000.0,0001133421-22-000004,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,490000000.0,0001133421-23-000006,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,3705000000.0,0001133421-24-000006,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,1504000000.0,0001133421-25-000006,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,1500000000.0,0001133421-26-000003,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,2514000000.0,0001133421-26-000003,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1133421,NORTHROP GRUMMAN CORP /DE/,1624000000.0,0001133421-26-000003,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.",150000000.0,0001564590-18-003549,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.",415500000.0,0001564590-19-004283,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.",126400000.0,0000950170-25-026604,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.",692200000.0,0001193125-26-059853,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.",868000000.0,0001193125-26-059853,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.",487000000.0,0001193125-26-059853,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",320000000.0,0001136893-18-000028,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",40000000.0,0001136893-19-000008,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",153000000.0,0001136893-20-000032,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",1255000000.0,0001136893-21-000025,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",453000000.0,0001136893-22-000038,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",112000000.0,0001136893-23-000028,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",2114000000.0,0001136893-24-000015,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
