broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
"Raymond James Financial, Inc.",2022-Q2,Domestic Private Client Group net new assets,14.663,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q2,Financial assets under management,182.4,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q2,Private Client Group assets in fee-based accounts,606.7,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q2,Private Client Group assets under administration,1068.8,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q3,Client assets under administration,1093.1,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q3,Domestic Private Client Group net new assets,20.184,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q3,Financial assets under management,173.8,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q3,Private Client Group assets in fee-based accounts,586.0,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q3,Private Client Group assets under administration,1039.0,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q4,Client assets under administration,1169.7,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q4,Domestic Private Client Group net new assets,23.226,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q4,Financial assets under management,185.9,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q4,Private Client Group assets in fee-based accounts,633.1,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2022-Q4,Private Client Group assets under administration,1114.3,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000523000019/rjf1231q123supplement.htm,0000720005-23-000019,2023-01-25
"Raymond James Financial, Inc.",2023-Q1,Client assets under administration,1224.4,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q1,Domestic Private Client Group net new assets,21.473,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q1,Financial assets under management,194.4,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q1,Private Client Group assets in fee-based accounts,666.3,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q1,Private Client Group assets under administration,1171.1,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q2,Client assets under administration,1280.9,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q2,Domestic Private Client Group net new assets,14.386,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q2,Financial assets under management,200.7,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q2,Private Client Group assets in fee-based accounts,697.0,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q2,Private Client Group assets under administration,1227.0,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q3,Client assets under administration,1256.5,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q3,Domestic Private Client Group net new assets,14.169,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q3,Financial assets under management,196.4,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q3,Private Client Group assets in fee-based accounts,683.2,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q3,Private Client Group assets under administration,1201.2,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q4,Client assets under administration,1370.6,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q4,Domestic Private Client Group net new assets,21.575,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q4,Financial assets under management,215.0,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q4,Private Client Group assets in fee-based accounts,746.6,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2023-Q4,Private Client Group assets under administration,1310.5,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000524000014/rjf1231q124supplement.htm,0000720005-24-000014,2024-01-24
"Raymond James Financial, Inc.",2024-Q1,Client assets under administration,1449.1,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q1,Domestic Private Client Group net new assets,9.648,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q1,Financial assets under management,226.8,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q1,Private Client Group assets in fee-based accounts,798.8,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q1,Private Client Group assets under administration,1388.8,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q2,Client assets under administration,1476.2,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q2,Domestic Private Client Group net new assets,16.517,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q2,Financial assets under management,229.3,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q2,Private Client Group assets in fee-based accounts,820.6,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q2,Private Client Group assets under administration,1415.7,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q3,Client assets under administration,1571.1,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q3,Domestic Private Client Group net new assets,12.969,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q3,Financial assets under management,244.8,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q3,Private Client Group assets in fee-based accounts,875.2,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q3,Private Client Group assets under administration,1507.0,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q4,Client assets under administration,1557.5,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q4,Domestic Private Client Group net new assets,14.02,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q4,Financial assets under management,243.9,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q4,Private Client Group assets in fee-based accounts,876.6,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2024-Q4,Private Client Group assets under administration,1491.8,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000525000018/rjf1231q125supplement.htm,0000720005-25-000018,2025-01-29
"Raymond James Financial, Inc.",2025-Q1,Client assets under administration,1535.9,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q1,Domestic Private Client Group net new assets,8.83,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q1,Financial assets under management,245.0,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q1,Private Client Group assets in fee-based accounts,872.8,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q1,Private Client Group assets under administration,1475.5,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q2,Client assets under administration,1637.1,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q2,Domestic Private Client Group net new assets,11.651,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q2,Financial assets under management,263.2,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q2,Private Client Group assets in fee-based accounts,943.9,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q2,Private Client Group assets under administration,1574.2,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q3,Client assets under administration,1730.6,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q3,Domestic Private Client Group net new assets,17.93,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q3,Financial assets under management,274.9,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q3,Private Client Group assets in fee-based accounts,1008.1,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q3,Private Client Group assets under administration,1666.5,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q4,Client assets under administration,1773.1,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q4,Domestic Private Client Group net new assets,30.828,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q4,Financial assets under management,280.8,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q4,Private Client Group assets in fee-based accounts,1040.1,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2025-Q4,Private Client Group assets under administration,1708.5,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000526000030/rjf1231q126supplement.htm,0000720005-26-000030,2026-01-28
"Raymond James Financial, Inc.",2026-Q1,Client assets under administration,1762.9,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q1,Domestic Private Client Group net new assets,22.954,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q1,Financial assets under management,282.4,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q1,Private Client Group assets in fee-based accounts,1043.2,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q1,Private Client Group assets under administration,1699.0,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q2,Client assets under administration,1922.4,USD billions,STOCK,Client assets under administration,https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q2,Domestic Private Client Group net new assets,21.692,USD billions,FLOW,Domestic Private Client Group net new assets (flow; PCG segment only),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q2,Financial assets under management,345.0,USD billions,STOCK,Financial assets under management (RJ asset-management subsidiaries),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q2,Private Client Group assets in fee-based accounts,1153.8,USD billions,STOCK,Private Client Group assets in fee-based accounts (equity-heavy advisory proxy),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
"Raymond James Financial, Inc.",2026-Q2,Private Client Group assets under administration,1856.5,USD billions,STOCK,Private Client Group assets under administration (subset of total),https://www.sec.gov/Archives/edgar/data/720005/000072000526000066/rjf0630q326supplement.htm,0000720005-26-000066,2026-07-22
