broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
Morgan Stanley (Wealth Management segment),2022-Q4,Total client assets,4187.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323000051/a53203138ex99_2.htm,0001157523-23-000051,2023-01-17
Morgan Stanley (Wealth Management segment),2023-Q1,Fee-based asset flows,22.4,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752323000576/a53381858_ex992.htm,0001157523-23-000576,2023-04-19
Morgan Stanley (Wealth Management segment),2023-Q1,Fee-based client assets,1769.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323000576/a53381858_ex992.htm,0001157523-23-000576,2023-04-19
Morgan Stanley (Wealth Management segment),2023-Q1,Net new assets,109.6,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752323000576/a53381858_ex992.htm,0001157523-23-000576,2023-04-19
Morgan Stanley (Wealth Management segment),2023-Q1,Total client assets,4558.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323000576/a53381858_ex992.htm,0001157523-23-000576,2023-04-19
Morgan Stanley (Wealth Management segment),2023-Q2,Fee-based asset flows,22.7,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752323001098/a53457080ex99_2.htm,0001157523-23-001098,2023-07-18
Morgan Stanley (Wealth Management segment),2023-Q2,Fee-based client assets,1856.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323001098/a53457080ex99_2.htm,0001157523-23-001098,2023-07-18
Morgan Stanley (Wealth Management segment),2023-Q2,Net new assets,89.5,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752323001098/a53457080ex99_2.htm,0001157523-23-001098,2023-07-18
Morgan Stanley (Wealth Management segment),2023-Q2,Total client assets,4885.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323001098/a53457080ex99_2.htm,0001157523-23-001098,2023-07-18
Morgan Stanley (Wealth Management segment),2023-Q3,Fee-based asset flows,22.5,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752323001495/a53609042ex99_2.htm,0001157523-23-001495,2023-10-18
Morgan Stanley (Wealth Management segment),2023-Q3,Fee-based client assets,1857.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323001495/a53609042ex99_2.htm,0001157523-23-001495,2023-10-18
Morgan Stanley (Wealth Management segment),2023-Q3,Net new assets,35.7,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752323001495/a53609042ex99_2.htm,0001157523-23-001495,2023-10-18
Morgan Stanley (Wealth Management segment),2023-Q3,Total client assets,4798.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323001495/a53609042ex99_2.htm,0001157523-23-001495,2023-10-18
Morgan Stanley (Wealth Management segment),2023-Q4,Fee-based asset flows,41.6,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752324000060/a53881916_ex992.htm,0001157523-24-000060,2024-01-16
Morgan Stanley (Wealth Management segment),2023-Q4,Fee-based client assets,1983.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752324000060/a53881916_ex992.htm,0001157523-24-000060,2024-01-16
Morgan Stanley (Wealth Management segment),2023-Q4,Net new assets,47.5,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752324000060/a53881916_ex992.htm,0001157523-24-000060,2024-01-16
Morgan Stanley (Wealth Management segment),2023-Q4,Total client assets,5129.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752324000060/a53881916_ex992.htm,0001157523-24-000060,2024-01-16
Morgan Stanley (Wealth Management segment),2024-Q1,Fee-based asset flows,26.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542124000315/a1q24msfinancialsupplement.htm,0000895421-24-000315,2024-04-16
Morgan Stanley (Wealth Management segment),2024-Q1,Fee-based client assets,2124.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542124000315/a1q24msfinancialsupplement.htm,0000895421-24-000315,2024-04-16
Morgan Stanley (Wealth Management segment),2024-Q1,Net new assets,94.9,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542124000315/a1q24msfinancialsupplement.htm,0000895421-24-000315,2024-04-16
Morgan Stanley (Wealth Management segment),2024-Q1,Total client assets,5495.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542124000315/a1q24msfinancialsupplement.htm,0000895421-24-000315,2024-04-16
Morgan Stanley (Wealth Management segment),2024-Q2,Fee-based asset flows,26.0,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542124000398/a2q24msfinancialsupplement.htm,0000895421-24-000398,2024-07-16
Morgan Stanley (Wealth Management segment),2024-Q2,Fee-based client assets,2188.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542124000398/a2q24msfinancialsupplement.htm,0000895421-24-000398,2024-07-16
Morgan Stanley (Wealth Management segment),2024-Q2,Net new assets,36.4,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542124000398/a2q24msfinancialsupplement.htm,0000895421-24-000398,2024-07-16
Morgan Stanley (Wealth Management segment),2024-Q2,Total client assets,5690.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542124000398/a2q24msfinancialsupplement.htm,0000895421-24-000398,2024-07-16
Morgan Stanley (Wealth Management segment),2024-Q3,Fee-based asset flows,35.7,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542124000484/a3q24msfinancialsupplement.htm,0000895421-24-000484,2024-10-16
Morgan Stanley (Wealth Management segment),2024-Q3,Fee-based client assets,2302.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542124000484/a3q24msfinancialsupplement.htm,0000895421-24-000484,2024-10-16
Morgan Stanley (Wealth Management segment),2024-Q3,Net new assets,63.9,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542124000484/a3q24msfinancialsupplement.htm,0000895421-24-000484,2024-10-16
Morgan Stanley (Wealth Management segment),2024-Q3,Total client assets,5974.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542124000484/a3q24msfinancialsupplement.htm,0000895421-24-000484,2024-10-16
Morgan Stanley (Wealth Management segment),2024-Q4,Fee-based asset flows,35.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542125000079/a4q24msfinancialsupplement.htm,0000895421-25-000079,2025-01-16
Morgan Stanley (Wealth Management segment),2024-Q4,Fee-based client assets,2347.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000079/a4q24msfinancialsupplement.htm,0000895421-25-000079,2025-01-16
Morgan Stanley (Wealth Management segment),2024-Q4,Net new assets,56.5,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542125000079/a4q24msfinancialsupplement.htm,0000895421-25-000079,2025-01-16
Morgan Stanley (Wealth Management segment),2024-Q4,Total client assets,6194.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000079/a4q24msfinancialsupplement.htm,0000895421-25-000079,2025-01-16
Morgan Stanley (Wealth Management segment),2025-Q1,Fee-based asset flows,29.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542125000322/a1q25msfinancialsupplement.htm,0000895421-25-000322,2025-04-11
Morgan Stanley (Wealth Management segment),2025-Q1,Fee-based client assets,2349.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000322/a1q25msfinancialsupplement.htm,0000895421-25-000322,2025-04-11
Morgan Stanley (Wealth Management segment),2025-Q1,Net new assets,93.8,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542125000322/a1q25msfinancialsupplement.htm,0000895421-25-000322,2025-04-11
Morgan Stanley (Wealth Management segment),2025-Q1,Total client assets,6015.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000322/a1q25msfinancialsupplement.htm,0000895421-25-000322,2025-04-11
Morgan Stanley (Wealth Management segment),2025-Q2,Fee-based asset flows,42.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542125000419/a2q25msfinancialsupplement.htm,0000895421-25-000419,2025-07-16
Morgan Stanley (Wealth Management segment),2025-Q2,Fee-based client assets,2478.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000419/a2q25msfinancialsupplement.htm,0000895421-25-000419,2025-07-16
Morgan Stanley (Wealth Management segment),2025-Q2,Net new assets,59.2,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542125000419/a2q25msfinancialsupplement.htm,0000895421-25-000419,2025-07-16
Morgan Stanley (Wealth Management segment),2025-Q2,Total client assets,6492.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000419/a2q25msfinancialsupplement.htm,0000895421-25-000419,2025-07-16
Morgan Stanley (Wealth Management segment),2025-Q3,Fee-based asset flows,41.9,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542125000535/a3q25msfinancialsupplement.htm,0000895421-25-000535,2025-10-15
Morgan Stanley (Wealth Management segment),2025-Q3,Fee-based client assets,2653.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000535/a3q25msfinancialsupplement.htm,0000895421-25-000535,2025-10-15
Morgan Stanley (Wealth Management segment),2025-Q3,Net new assets,81.0,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542125000535/a3q25msfinancialsupplement.htm,0000895421-25-000535,2025-10-15
Morgan Stanley (Wealth Management segment),2025-Q3,Total client assets,7054.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542125000535/a3q25msfinancialsupplement.htm,0000895421-25-000535,2025-10-15
Morgan Stanley (Wealth Management segment),2025-Q4,Fee-based asset flows,45.6,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542126000007/a4q25msfinancialsupplement.htm,0000895421-26-000007,2026-01-15
Morgan Stanley (Wealth Management segment),2025-Q4,Fee-based client assets,2753.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542126000007/a4q25msfinancialsupplement.htm,0000895421-26-000007,2026-01-15
Morgan Stanley (Wealth Management segment),2025-Q4,Net new assets,122.3,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542126000007/a4q25msfinancialsupplement.htm,0000895421-26-000007,2026-01-15
Morgan Stanley (Wealth Management segment),2025-Q4,Total client assets,7381.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542126000007/a4q25msfinancialsupplement.htm,0000895421-26-000007,2026-01-15
Morgan Stanley (Wealth Management segment),2026-Q1,Fee-based asset flows,53.7,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542126000111/a1q26msfinancialsupplement.htm,0000895421-26-000111,2026-04-15
Morgan Stanley (Wealth Management segment),2026-Q1,Fee-based client assets,2792.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542126000111/a1q26msfinancialsupplement.htm,0000895421-26-000111,2026-04-15
Morgan Stanley (Wealth Management segment),2026-Q1,Net new assets,118.4,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542126000111/a1q26msfinancialsupplement.htm,0000895421-26-000111,2026-04-15
Morgan Stanley (Wealth Management segment),2026-Q1,Total client assets,7345.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542126000111/a1q26msfinancialsupplement.htm,0000895421-26-000111,2026-04-15
Morgan Stanley (Wealth Management segment),2026-Q2,Fee-based asset flows,39.1,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000089542126000207/a2q26msfinancialsupplement.htm,0000895421-26-000207,2026-07-15
Morgan Stanley (Wealth Management segment),2026-Q2,Fee-based client assets,3022.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542126000207/a2q26msfinancialsupplement.htm,0000895421-26-000207,2026-07-15
Morgan Stanley (Wealth Management segment),2026-Q2,Net new assets,148.1,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000089542126000207/a2q26msfinancialsupplement.htm,0000895421-26-000207,2026-07-15
Morgan Stanley (Wealth Management segment),2026-Q2,Total client assets,8084.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000089542126000207/a2q26msfinancialsupplement.htm,0000895421-26-000207,2026-07-15
